YYYYMM,dry.obs,normal.obs,monsoon.obs,Year,Month,region,lead_date,dry.for,normal.for,monsoon.for,lead_month
200506,24,6,0,2005,6,AZ_West,200606,22.2,7.2,0.6,11
200507,15,8,8,2005,7,AZ_West,200507,12.4,13.75,4.85,02
200507,15,8,8,2005,7,AZ_West,200507,6.7,14.8,9.5,05
200507,15,8,8,2005,7,AZ_West,200607,12.2,15.7,3.1,11
200508,4,10,17,2005,8,AZ_West,200508,3.4,13.25,14.35,02
200508,4,10,17,2005,8,AZ_West,200508,4.5,13.25,13.25,05
200508,4,10,17,2005,8,AZ_West,200508,1.8,10.15,18.05,08
200508,4,10,17,2005,8,AZ_West,200608,6,15.6,9.4,11
200509,14,16,0,2005,9,AZ_West,200509,5.8,11.75,12.45,05
200509,14,16,0,2005,9,AZ_West,200509,8.15,10.75,12.1,08
200509,14,16,0,2005,9,AZ_West,200609,4.6,12.65,12.75,11
200510,13,18,0,2005,10,AZ_West,200510,19.8,9.45,1.75,05
200510,13,18,0,2005,10,AZ_West,200510,20.65,8,2.35,08
200510,13,18,0,2005,10,AZ_West,200610,17.4,11.3,2.3,11
200606,22,7,1,2006,6,AZ_West,200606,24.75,4.75,0.5,02
200606,22,7,1,2006,6,AZ_West,200606,22.55,6.95,0.5,05
200606,22,7,1,2006,6,AZ_West,200706,20.8,8.75,0.45,11
200607,0,10,21,2006,7,AZ_West,200607,9.5,15.35,6.15,02
200607,0,10,21,2006,7,AZ_West,200607,10.75,14.4,5.85,05
200607,0,10,21,2006,7,AZ_West,200707,10.9,14.1,6,11
200608,2,23,6,2006,8,AZ_West,200608,5,14.4,11.6,02
200608,2,23,6,2006,8,AZ_West,200608,4.5,13.6,12.9,05
200608,2,23,6,2006,8,AZ_West,200608,7.95,16.65,5.4,08
200608,2,23,6,2006,8,AZ_West,200708,4.5,14.8,11.7,11
200609,15,10,5,2006,9,AZ_West,200609,7.05,14.25,8.7,05
200609,15,10,5,2006,9,AZ_West,200609,8.25,14.45,8.3,08
200609,15,10,5,2006,9,AZ_West,200709,6.3,14,9.7,11
200610,17,13,1,2006,10,AZ_West,200610,20.9,8.2,1.9,05
200610,17,13,1,2006,10,AZ_West,200610,23.1,6.4,1.5,08
200610,17,13,1,2006,10,AZ_West,200710,18.35,9.45,3.2,11
200706,29,1,0,2007,6,AZ_West,200706,21.9,7.9,0.2,02
200706,29,1,0,2007,6,AZ_West,200706,23.5,5.9,0.6,05
200706,29,1,0,2007,6,AZ_West,200806,22.15,6.95,0.9,11
200707,5,15,11,2007,7,AZ_West,200707,14.5,12.45,4.05,02
200707,5,15,11,2007,7,AZ_West,200707,11.45,15.6,3.95,05
200707,5,15,11,2007,7,AZ_West,200807,8.75,16.45,5.8,11
200708,0,15,16,2007,8,AZ_West,200708,3.95,12.5,14.55,02
200708,0,15,16,2007,8,AZ_West,200708,6.05,16.65,8.3,05
200708,0,15,16,2007,8,AZ_West,200708,3.85,11.45,14.7,08
200708,0,15,16,2007,8,AZ_West,200808,3.6,12.6,14.8,11
200709,11,14,5,2007,9,AZ_West,200709,9.3,11.05,9.65,05
200709,11,14,5,2007,9,AZ_West,200709,10.05,12.75,8.2,08
200709,11,14,5,2007,9,AZ_West,200809,8,13.65,8.35,11
200710,26,5,0,2007,10,AZ_West,200710,22.15,7.55,1.3,05
200710,26,5,0,2007,10,AZ_West,200710,23.45,6.6,0.95,08
200710,26,5,0,2007,10,AZ_West,200810,19.4,9.45,2.15,11
200806,29,1,0,2008,6,AZ_West,200806,21.75,7.2,1.05,02
200806,29,1,0,2008,6,AZ_West,200806,24.7,5.05,0.25,05
200806,29,1,0,2008,6,AZ_West,200906,20.5,8.75,0.75,11
200807,0,19,12,2008,7,AZ_West,200807,8.65,17.35,5,02
200807,0,19,12,2008,7,AZ_West,200807,8.15,16.75,6.1,05
200807,0,19,12,2008,7,AZ_West,200907,10.4,16.95,3.65,11
200808,0,18,13,2008,8,AZ_West,200808,5.85,12.2,12.95,02
200808,0,18,13,2008,8,AZ_West,200808,3.55,17.25,10.2,05
200808,0,18,13,2008,8,AZ_West,200808,7.1,18.75,4.15,08
200808,0,18,13,2008,8,AZ_West,200908,3.3,13.95,13.75,11
200809,14,15,1,2008,9,AZ_West,200809,7,11.6,11.4,05
200809,14,15,1,2008,9,AZ_West,200809,8.7,15.95,6.35,08
200809,14,15,1,2008,9,AZ_West,200909,8.1,11.65,10.25,11
200810,27,4,0,2008,10,AZ_West,200810,19.1,9.75,2.15,05
200810,27,4,0,2008,10,AZ_West,200810,23.35,6.25,1.4,08
200810,27,4,0,2008,10,AZ_West,200910,17.9,10.95,2.15,11
200906,8,22,0,2009,6,AZ_West,200906,21.25,7.65,1.1,02
200906,8,22,0,2009,6,AZ_West,200906,20.55,8.8,0.65,05
200906,8,22,0,2009,6,AZ_West,201006,21.4,7.75,0.85,11
200907,7,16,8,2009,7,AZ_West,200907,10,14.05,6.95,02
200907,7,16,8,2009,7,AZ_West,200907,6.5,16.25,8.25,05
200907,7,16,8,2009,7,AZ_West,201007,10.55,16.2,4.25,11
200908,14,15,2,2009,8,AZ_West,200908,7.7,13.9,9.4,02
200908,14,15,2,2009,8,AZ_West,200908,3.25,14.65,13.1,05
200908,14,15,2,2009,8,AZ_West,200908,13.4,14.6,2,08
200908,14,15,2,2009,8,AZ_West,201008,5.45,13.3,12.25,11
200909,10,18,2,2009,9,AZ_West,200909,4.9,14.9,10.2,05
200909,10,18,2,2009,9,AZ_West,200909,11.4,13.2,6.4,08
200909,10,18,2,2009,9,AZ_West,201009,7.15,12.2,10.65,11
200910,23,8,0,2009,10,AZ_West,200910,18.95,8.35,3.7,05
200910,23,8,0,2009,10,AZ_West,200910,19.1,10.15,1.75,08
200910,23,8,0,2009,10,AZ_West,201010,17.7,10.75,2.55,11
201006,17,13,0,2010,6,AZ_West,201006,20.25,8.7,1.05,02
201006,17,13,0,2010,6,AZ_West,201006,22.65,6.75,0.6,05
201006,17,13,0,2010,6,AZ_West,201106,25.2,4.65,0.15,11
201007,6,16,9,2010,7,AZ_West,201007,11.9,13.75,5.35,02
201007,6,16,9,2010,7,AZ_West,201007,12.4,13.75,4.85,05
201007,6,16,9,2010,7,AZ_West,201107,10.45,16.15,4.4,11
201008,1,19,11,2010,8,AZ_West,201008,6.1,14.1,10.8,02
201008,1,19,11,2010,8,AZ_West,201008,5.3,14,11.7,05
201008,1,19,11,2010,8,AZ_West,201008,5.25,11.55,13.2,08
201008,1,19,11,2010,8,AZ_West,201108,7.9,13.15,9.95,11
201009,21,9,0,2010,9,AZ_West,201009,9.3,12.55,8.15,05
201009,21,9,0,2010,9,AZ_West,201009,9,12.8,9.2,08
201009,21,9,0,2010,9,AZ_West,201109,6.65,11.1,12.25,11
201010,10,20,1,2010,10,AZ_West,201010,24.45,5.75,0.8,05
201010,10,20,1,2010,10,AZ_West,201010,26.25,3.95,0.8,08
201010,10,20,1,2010,10,AZ_West,201110,18.35,10.05,2.6,11
201106,27,3,0,2011,6,AZ_West,201106,24.75,4.5,0.75,02
201106,27,3,0,2011,6,AZ_West,201106,24.65,5.15,0.2,05
201106,27,3,0,2011,6,AZ_West,201206,21.7,7.75,0.55,11
201107,6,10,15,2011,7,AZ_West,201107,12.25,12.75,6,02
201107,6,10,15,2011,7,AZ_West,201107,11.95,14.5,4.55,05
201107,6,10,15,2011,7,AZ_West,201207,13.95,13.85,3.2,11
201108,3,20,8,2011,8,AZ_West,201108,3,12.1,15.9,02
201108,3,20,8,2011,8,AZ_West,201108,3.5,16.15,11.35,05
201108,3,20,8,2011,8,AZ_West,201108,7.85,13.45,8.7,08
201108,3,20,8,2011,8,AZ_West,201208,6,14.3,10.7,11
201109,14,11,5,2011,9,AZ_West,201109,8.15,13.5,8.35,05
201109,14,11,5,2011,9,AZ_West,201109,10.05,12.25,8.7,08
201109,14,11,5,2011,9,AZ_West,201209,7.2,12.15,10.65,11
201110,24,6,1,2011,10,AZ_West,201110,21.75,8.2,1.05,05
201110,24,6,1,2011,10,AZ_West,201110,23.75,6.6,0.65,08
201110,24,6,1,2011,10,AZ_West,201210,17.9,11,2.1,11
201206,30,0,0,2012,6,AZ_West,201206,22.8,6.6,0.6,02
201206,30,0,0,2012,6,AZ_West,201206,25.7,4.1,0.2,05
201206,30,0,0,2012,6,AZ_West,201306,21.4,8.4,0.2,11
201207,2,17,12,2012,7,AZ_West,201207,11.7,14.25,5.05,02
201207,2,17,12,2012,7,AZ_West,201207,9.45,16.1,5.45,05
201207,2,17,12,2012,7,AZ_West,201307,10.5,16.25,4.25,11
201208,0,11,20,2012,8,AZ_West,201208,4.95,13,13.05,02
201208,0,11,20,2012,8,AZ_West,201208,5.95,15.75,9.3,05
201208,0,11,20,2012,8,AZ_West,201208,6.55,15.65,7.8,08
201208,0,11,20,2012,8,AZ_West,201308,7.15,14.15,9.7,11
201209,10,14,6,2012,9,AZ_West,201209,6.8,13.75,9.45,05
201209,10,14,6,2012,9,AZ_West,201209,11.15,13.35,6.5,08
201209,10,14,6,2012,9,AZ_West,201309,8.15,13.9,7.95,11
201210,23,8,0,2012,10,AZ_West,201210,22.35,7.5,1.15,05
201210,23,8,0,2012,10,AZ_West,201210,21.5,7.95,1.55,08
201210,23,8,0,2012,10,AZ_West,201310,17.15,11.35,2.5,11
201306,24,6,0,2013,6,AZ_West,201306,24.15,5.7,0.15,02
201306,24,6,0,2013,6,AZ_West,201306,22.85,6.65,0.5,05
201306,24,6,0,2013,6,AZ_West,201406,22,7.75,0.25,11
201307,0,12,19,2013,7,AZ_West,201307,8.2,17,5.8,02
201307,0,12,19,2013,7,AZ_West,201307,10.85,14.9,5.25,05
201307,0,12,19,2013,7,AZ_West,201407,10.1,15.9,5,11
201308,4,13,14,2013,8,AZ_West,201308,7.1,13.7,10.2,02
201308,4,13,14,2013,8,AZ_West,201308,6.75,11.75,12.5,05
201308,4,13,14,2013,8,AZ_West,201308,12.9,14,3.1,08
201308,4,13,14,2013,8,AZ_West,201408,6.65,16.65,7.7,11
201309,10,4,16,2013,9,AZ_West,201309,8.1,13.3,8.6,05
201309,10,4,16,2013,9,AZ_West,201309,10.05,12.7,8.25,08
201309,10,4,16,2013,9,AZ_West,201409,5.95,13.3,10.75,11
201310,31,0,0,2013,10,AZ_West,201310,19.2,10,1.8,05
201310,31,0,0,2013,10,AZ_West,201310,21.1,8.05,1.85,08
201310,31,0,0,2013,10,AZ_West,201410,17.7,9.8,3.5,11
201406,27,3,0,2014,6,AZ_West,201406,20.4,8.25,1.35,02
201406,27,3,0,2014,6,AZ_West,201406,20.15,9.2,0.65,05
201406,27,3,0,2014,6,AZ_West,201506,19,10.6,0.4,11
201407,2,12,17,2014,7,AZ_West,201407,12.15,15.5,3.35,02
201407,2,12,17,2014,7,AZ_West,201407,9.05,16.1,5.85,05
201407,2,12,17,2014,7,AZ_West,201507,10.1,13.6,7.3,11
201408,0,13,18,2014,8,AZ_West,201408,3.95,15.45,11.6,02
201408,0,13,18,2014,8,AZ_West,201408,2.5,13.5,15,05
201408,0,13,18,2014,8,AZ_West,201408,2.5,16.4,11.1,08
201408,0,13,18,2014,8,AZ_West,201508,4.1,15.4,11.5,11
201409,4,14,12,2014,9,AZ_West,201409,6.7,12,11.3,05
201409,4,14,12,2014,9,AZ_West,201409,7.8,14.2,9,08
201409,4,14,12,2014,9,AZ_West,201509,5.25,13.75,11,11
201410,21,10,0,2014,10,AZ_West,201410,19.2,9.9,1.9,05
201410,21,10,0,2014,10,AZ_West,201410,18,9.7,3.3,08
201410,21,10,0,2014,10,AZ_West,201510,14.9,12.65,3.45,11
201506,14,12,4,2015,6,AZ_West,201506,17.1,11.35,1.55,02
201506,14,12,4,2015,6,AZ_West,201506,16.6,12.1,1.3,05
201506,14,12,4,2015,6,AZ_West,201606,17.2,11.35,1.45,11
201507,3,12,16,2015,7,AZ_West,201507,11.15,15.65,4.2,02
201507,3,12,16,2015,7,AZ_West,201507,7,16.45,7.55,05
201507,3,12,16,2015,7,AZ_West,201607,9.8,16.6,4.6,11
201508,0,21,10,2015,8,AZ_West,201508,3.95,15.05,12,02
201508,0,21,10,2015,8,AZ_West,201508,4.15,12.5,14.35,05
201508,0,21,10,2015,8,AZ_West,201508,14.25,12,3.75,08
201508,0,21,10,2015,8,AZ_West,201608,2.75,11.6,16.65,11
201509,0,27,3,2015,9,AZ_West,201509,5.25,13.65,11.1,05
201509,0,27,3,2015,9,AZ_West,201509,8.35,16.35,6.3,08
201509,0,27,3,2015,9,AZ_West,201609,4.3,11.75,13.95,11
201510,5,21,5,2015,10,AZ_West,201510,15.65,11.75,3.6,05
201510,5,21,5,2015,10,AZ_West,201510,15.9,11.8,3.3,08
201510,5,21,5,2015,10,AZ_West,201610,15.9,12.05,3.05,11
201606,20,9,1,2016,6,AZ_West,201606,18.75,10.3,0.95,02
201606,20,9,1,2016,6,AZ_West,201606,19.55,10.25,0.2,05
201606,20,9,1,2016,6,AZ_West,201706,18.4,10.6,1,11
201607,10,17,4,2016,7,AZ_West,201607,13.2,12.9,4.9,02
201607,10,17,4,2016,7,AZ_West,201607,7.75,15.15,8.1,05
201607,10,17,4,2016,7,AZ_West,201707,8.6,14.45,7.95,11
201608,1,24,6,2016,8,AZ_West,201608,4.1,15.45,11.45,02
201608,1,24,6,2016,8,AZ_West,201608,3.2,14,13.8,05
201608,1,24,6,2016,8,AZ_West,201608,2.2,15.9,11.9,08
201608,1,24,6,2016,8,AZ_West,201708,5.7,13.2,12.1,11
201609,11,15,4,2016,9,AZ_West,201609,3.5,9.95,16.55,05
201609,11,15,4,2016,9,AZ_West,201609,5.9,14.75,10.35,08
201609,11,15,4,2016,9,AZ_West,201709,3.2,11.8,15,11
201610,17,11,3,2016,10,AZ_West,201610,19.25,9.4,2.35,05
201610,17,11,3,2016,10,AZ_West,201610,17.35,11.4,2.25,08
201610,17,11,3,2016,10,AZ_West,201710,14.9,12.5,3.6,11
201706,25,5,0,2017,6,AZ_West,201706,22.4,6.75,0.85,02
201706,25,5,0,2017,6,AZ_West,201706,20.15,9.55,0.3,05
201706,25,5,0,2017,6,AZ_West,201806,20.25,9.35,0.4,11
201707,5,4,22,2017,7,AZ_West,201707,9.75,14.45,6.8,02
201707,5,4,22,2017,7,AZ_West,201707,9.05,17.05,4.9,05
201707,5,4,22,2017,7,AZ_West,201807,10.2,16.15,4.65,11
201708,0,21,10,2017,8,AZ_West,201708,5.45,13.5,12.05,02
201708,0,21,10,2017,8,AZ_West,201708,3.75,15.3,11.95,05
201708,0,21,10,2017,8,AZ_West,201708,2,15.45,12.55,08
201708,0,21,10,2017,8,AZ_West,201808,1.75,14.6,14.65,11
201709,8,17,5,2017,9,AZ_West,201709,5.4,14.35,10.25,05
201709,8,17,5,2017,9,AZ_West,201709,6.15,13.7,11.15,08
201709,8,17,5,2017,9,AZ_West,201809,4.6,10.95,14.45,11
201710,30,1,0,2017,10,AZ_West,201710,17.4,10.65,2.95,05
201710,30,1,0,2017,10,AZ_West,201710,21.1,8,1.9,08
201710,30,1,0,2017,10,AZ_West,201810,14.3,12.25,4.45,11
201806,26,4,0,2018,6,AZ_West,201806,22.5,7.05,0.45,02
201806,26,4,0,2018,6,AZ_West,201806,21.25,7.55,1.2,05
201806,26,4,0,2018,6,AZ_West,201906,17.75,12.05,0.2,11
201807,5,7,19,2018,7,AZ_West,201807,10.35,14.85,5.8,02
201807,5,7,19,2018,7,AZ_West,201807,7.55,15.1,8.35,05
201807,5,7,19,2018,7,AZ_West,201907,7.85,14.4,8.75,11
201808,4,12,15,2018,8,AZ_West,201808,3.5,13.35,14.15,02
201808,4,12,15,2018,8,AZ_West,201808,2.45,18.3,10.25,05
201808,4,12,15,2018,8,AZ_West,201808,2.1,16.35,11.55,08
201808,4,12,15,2018,8,AZ_West,201908,1.65,15,14.35,11
201809,14,16,0,2018,9,AZ_West,201809,3.35,13.95,12.7,05
201809,14,16,0,2018,9,AZ_West,201809,7.8,15.3,7.9,08
201809,14,16,0,2018,9,AZ_West,201909,4.55,12.15,13.3,11
201810,13,14,4,2018,10,AZ_West,201810,14.45,13,3.55,05
201810,13,14,4,2018,10,AZ_West,201810,17.45,10.75,2.8,08
201810,13,14,4,2018,10,AZ_West,201910,15.85,12.8,2.35,11
201906,16,14,0,2019,6,AZ_West,201906,18.3,11.05,0.65,02
201906,16,14,0,2019,6,AZ_West,201906,17.05,11.3,1.65,05
201906,16,14,0,2019,6,AZ_West,202006,20.6,8.75,0.65,11
201907,9,15,7,2019,7,AZ_West,201907,9,15.9,6.1,02
201907,9,15,7,2019,7,AZ_West,201907,6.4,16.8,7.8,05
201907,9,15,7,2019,7,AZ_West,202007,9.15,14.1,7.75,11
201908,9,17,5,2019,8,AZ_West,201908,4.75,13.55,12.7,02
201908,9,17,5,2019,8,AZ_West,201908,2.7,18.5,9.8,05
201908,9,17,5,2019,8,AZ_West,201908,10.15,14.4,5.45,08
201908,9,17,5,2019,8,AZ_West,202008,3.45,15.05,12.5,11
201909,6,16,8,2019,9,AZ_West,201909,4.9,13.55,11.55,05
201909,6,16,8,2019,9,AZ_West,201909,7.45,14.35,9.2,08
201909,6,16,8,2019,9,AZ_West,202009,5.1,10.8,14.1,11
201910,31,0,0,2019,10,AZ_West,201910,12,14.75,4.25,05
201910,31,0,0,2019,10,AZ_West,201910,20.5,8.1,2.4,08
201910,31,0,0,2019,10,AZ_West,202010,17.4,10.35,3.25,11
202006,24,6,0,2020,6,AZ_West,NA,NA,NA,NA,NA
202007,9,22,0,2020,7,AZ_West,NA,NA,NA,NA,NA
202008,8,19,4,2020,8,AZ_West,NA,NA,NA,NA,NA
202009,22,8,0,2020,9,AZ_West,NA,NA,NA,NA,NA
202010,31,0,0,2020,10,AZ_West,NA,NA,NA,NA,NA
202106,21,8,1,2021,6,AZ_West,NA,NA,NA,NA,NA
202107,0,10,21,2021,7,AZ_West,NA,NA,NA,NA,NA
202108,0,18,13,2021,8,AZ_West,NA,NA,NA,NA,NA
202109,7,20,3,2021,9,AZ_West,NA,NA,NA,NA,NA
202110,23,7,1,2021,10,AZ_West,NA,NA,NA,NA,NA
202206,14,16,0,2022,6,AZ_West,NA,NA,NA,NA,NA
202207,2,14,15,2022,7,AZ_West,NA,NA,NA,NA,NA
202208,0,2,29,2022,8,AZ_West,NA,NA,NA,NA,NA
202209,0,20,10,2022,9,AZ_West,NA,NA,NA,NA,NA
202210,16,14,1,2022,10,AZ_West,NA,NA,NA,NA,NA
202306,18,12,0,2023,6,AZ_West,NA,NA,NA,NA,NA
202307,9,18,4,2023,7,AZ_West,NA,NA,NA,NA,NA
202308,0,13,18,2023,8,AZ_West,NA,NA,NA,NA,NA
202309,10,13,7,2023,9,AZ_West,NA,NA,NA,NA,NA
202310,20,11,0,2023,10,AZ_West,NA,NA,NA,NA,NA
