lead_date,dry.for,normal.for,monsoon.for,lead_month,Year,region,Month,YYYYMM,dry.obs,normal.obs,monsoon.obs
201910,22.67,7.8,0.53,06,2019,AZ_East,10,NA,NA,NA,NA
201907,11.98,12.47,5.55,07,2019,AZ_East,7,NA,NA,NA,NA
201908,1.84,15.2,13.96,07,2019,AZ_East,8,NA,NA,NA,NA
201909,10.2,15.27,5.53,07,2019,AZ_East,9,NA,NA,NA,NA
201910,24.39,5.18,0.43,07,2019,AZ_East,10,NA,NA,NA,NA
201908,1.67,16.8,11.53,08,2019,AZ_East,8,NA,NA,NA,NA
201909,7.2,16.06,7.75,08,2019,AZ_East,9,NA,NA,NA,NA
201910,22.75,7.22,1.04,08,2019,AZ_East,10,NA,NA,NA,NA
202006,25.12,4.63,0.25,04,2020,AZ_East,6,NA,NA,NA,NA
202007,6.02,13.39,11.59,04,2020,AZ_East,7,NA,NA,NA,NA
202008,0.8,12.69,17.51,04,2020,AZ_East,8,NA,NA,NA,NA
202009,7.31,15.75,6.94,04,2020,AZ_East,9,NA,NA,NA,NA
202010,23.49,6.69,0.82,04,2020,AZ_East,10,NA,NA,NA,NA
202006,24.35,5.29,0.35,05,2020,AZ_East,6,NA,NA,NA,NA
202007,4.86,15.25,10.88,05,2020,AZ_East,7,NA,NA,NA,NA
202008,1.06,12.37,17.57,05,2020,AZ_East,8,NA,NA,NA,NA
202009,8.14,15.06,6.8,05,2020,AZ_East,9,NA,NA,NA,NA
202010,24.84,5.57,0.59,05,2020,AZ_East,10,NA,NA,NA,NA
202006,25.78,3.65,0.57,06,2020,AZ_East,6,NA,NA,NA,NA
202007,4.76,15.43,10.8,06,2020,AZ_East,7,NA,NA,NA,NA
202008,0.63,11.49,18.88,06,2020,AZ_East,8,NA,NA,NA,NA
202009,5.84,15.65,8.51,06,2020,AZ_East,9,NA,NA,NA,NA
202010,23.82,6.39,0.78,06,2020,AZ_East,10,NA,NA,NA,NA
202007,12.71,9.98,7.31,07,2020,AZ_East,7,NA,NA,NA,NA
202008,1.43,13.2,16.37,07,2020,AZ_East,8,NA,NA,NA,NA
202009,10.37,14.33,6.29,07,2020,AZ_East,9,NA,NA,NA,NA
202010,26,3.55,0.45,07,2020,AZ_East,10,NA,NA,NA,NA
202008,8.98,15.18,5.84,08,2020,AZ_East,8,NA,NA,NA,NA
202009,10.53,13.61,6.86,08,2020,AZ_East,9,NA,NA,NA,NA
202010,23.61,6.8,0.59,08,2020,AZ_East,10,NA,NA,NA,NA
202106,23.04,6.2,0.76,04,2021,AZ_East,6,NA,NA,NA,NA
202107,4.04,15.35,11.61,04,2021,AZ_East,7,NA,NA,NA,NA
202108,0.94,10.57,19.49,04,2021,AZ_East,8,NA,NA,NA,NA
202109,9.08,14.18,6.75,04,2021,AZ_East,9,NA,NA,NA,NA
202110,24.82,5.76,0.41,04,2021,AZ_East,10,NA,NA,NA,NA
202106,23.98,5.27,0.75,05,2021,AZ_East,6,NA,NA,NA,NA
202107,4.18,17.02,9.8,05,2021,AZ_East,7,NA,NA,NA,NA
202108,1.31,11.94,17.75,05,2021,AZ_East,8,NA,NA,NA,NA
202109,8.49,14.43,7.08,05,2021,AZ_East,9,NA,NA,NA,NA
202110,24.88,5.8,0.31,05,2021,AZ_East,10,NA,NA,NA,NA
202106,26.39,3.41,0.2,06,2021,AZ_East,6,NA,NA,NA,NA
202107,4.2,15.24,11.57,06,2021,AZ_East,7,NA,NA,NA,NA
202108,1.63,14.63,14.75,06,2021,AZ_East,8,NA,NA,NA,NA
202109,9.33,14.59,6.08,06,2021,AZ_East,9,NA,NA,NA,NA
202110,25.8,4.76,0.43,06,2021,AZ_East,10,NA,NA,NA,NA
202107,1.94,19.1,8.96,07,2021,AZ_East,7,NA,NA,NA,NA
202108,1.9,17.43,11.67,07,2021,AZ_East,8,NA,NA,NA,NA
202109,12.25,12.65,6.1,07,2021,AZ_East,9,NA,NA,NA,NA
202110,27.02,2.86,0.12,07,2021,AZ_East,10,NA,NA,NA,NA
202108,1.29,16.02,12.69,08,2021,AZ_East,8,NA,NA,NA,NA
202109,11.1,13.2,6.71,08,2021,AZ_East,9,NA,NA,NA,NA
202110,25.47,5.1,0.43,08,2021,AZ_East,10,NA,NA,NA,NA
199306,21.88,7.76,0.36,04,1993,AZ_West,6,199306,17,13,0
199307,9.76,15.44,5.8,04,1993,AZ_West,7,199307,9,21,1
199308,4.44,17.04,9.52,04,1993,AZ_West,8,199308,0,19,12
199309,11.28,14.04,4.68,04,1993,AZ_West,9,199309,17,11,2
199310,23.68,6.92,0.4,04,1993,AZ_West,10,199310,17,13,1
199306,22.2,7.24,0.56,05,1993,AZ_West,6,199306,17,13,0
199307,8.44,15.96,6.6,05,1993,AZ_West,7,199307,9,21,1
199308,1.68,13.32,16,05,1993,AZ_West,8,199308,0,19,12
199309,9.56,14.68,5.76,05,1993,AZ_West,9,199309,17,11,2
199310,21.28,9.08,0.64,05,1993,AZ_West,10,199310,17,13,1
199306,15.92,13.16,0.92,06,1993,AZ_West,6,199306,17,13,0
199307,6.96,14.6,9.44,06,1993,AZ_West,7,199307,9,21,1
199308,2.36,11.96,16.68,06,1993,AZ_West,8,199308,0,19,12
199309,10.32,13.16,6.52,06,1993,AZ_West,9,199309,17,11,2
199310,21.28,8.96,0.76,06,1993,AZ_West,10,199310,17,13,1
199307,9.24,17.28,3.48,07,1993,AZ_West,7,199307,9,21,1
199308,4.44,17,9.56,07,1993,AZ_West,8,199308,0,19,12
199309,9.32,14.52,7.16,07,1993,AZ_West,9,199309,17,11,2
199310,21.68,7.8,0.52,07,1993,AZ_West,10,199310,17,13,1
199308,3.6,18.96,7.44,08,1993,AZ_West,8,199308,0,19,12
199309,9.36,14.92,6.72,08,1993,AZ_West,9,199309,17,11,2
199310,22.28,8.08,0.64,08,1993,AZ_West,10,199310,17,13,1
199406,21.6,8.08,0.32,04,1994,AZ_West,6,199406,23,7,0
199407,7,15.6,8.4,04,1994,AZ_West,7,199407,14,17,0
199408,2.08,15.56,13.36,04,1994,AZ_West,8,199408,3,18,10
199409,6.16,15.88,7.96,04,1994,AZ_West,9,199409,10,20,0
199410,19.24,10.4,1.36,04,1994,AZ_West,10,199410,24,7,0
199406,23.96,5.6,0.44,05,1994,AZ_West,6,199406,23,7,0
199407,7.6,16.12,7.28,05,1994,AZ_West,7,199407,14,17,0
199408,2,15.08,13.92,05,1994,AZ_West,8,199408,3,18,10
199409,7.16,15.44,7.4,05,1994,AZ_West,9,199409,10,20,0
199410,20.64,9.36,1,05,1994,AZ_West,10,199410,24,7,0
199406,22.68,6.08,1.24,06,1994,AZ_West,6,199406,23,7,0
199407,5.96,17.84,7.2,06,1994,AZ_West,7,199407,14,17,0
199408,2.16,15.92,12.92,06,1994,AZ_West,8,199408,3,18,10
199409,9.68,15.16,5.16,06,1994,AZ_West,9,199409,10,20,0
199410,21.84,8.84,0.32,06,1994,AZ_West,10,199410,24,7,0
199407,15.72,9.2,5.08,07,1994,AZ_West,7,199407,14,17,0
199408,2.52,15.72,12.76,07,1994,AZ_West,8,199408,3,18,10
199409,8.48,16.68,5.84,07,1994,AZ_West,9,199409,10,20,0
199410,19.68,9.12,1.2,07,1994,AZ_West,10,199410,24,7,0
199408,3.76,16.04,10.2,08,1994,AZ_West,8,199408,3,18,10
199409,7.24,15.72,8.04,08,1994,AZ_West,9,199409,10,20,0
199410,18.28,11.28,1.44,08,1994,AZ_West,10,199410,24,7,0
199506,21.4,8.04,0.56,04,1995,AZ_West,6,199506,19,11,0
199507,9.76,15.48,5.76,04,1995,AZ_West,7,199507,9,22,0
199508,3.48,13.72,13.8,04,1995,AZ_West,8,199508,4,16,11
199509,9.96,14.32,5.72,04,1995,AZ_West,9,199509,7,13,10
199510,20.56,9.24,1.2,04,1995,AZ_West,10,199510,30,1,0
199506,22.2,7.32,0.48,05,1995,AZ_West,6,199506,19,11,0
199507,11.48,14.64,4.88,05,1995,AZ_West,7,199507,9,22,0
199508,3.28,14.44,13.28,05,1995,AZ_West,8,199508,4,16,11
199509,8.8,15.16,6.04,05,1995,AZ_West,9,199509,7,13,10
199510,22.56,8,0.44,05,1995,AZ_West,10,199510,30,1,0
199506,21.52,8.48,0,06,1995,AZ_West,6,199506,19,11,0
199507,7.04,14.04,9.92,06,1995,AZ_West,7,199507,9,22,0
199508,3.12,13.96,13.92,06,1995,AZ_West,8,199508,4,16,11
199509,10.44,15.88,3.68,06,1995,AZ_West,9,199509,7,13,10
199510,20.96,9.6,0.44,06,1995,AZ_West,10,199510,30,1,0
199507,7.96,15.8,6.24,07,1995,AZ_West,7,199507,9,22,0
199508,6.08,15.28,9.64,07,1995,AZ_West,8,199508,4,16,11
199509,14.24,12.72,4.04,07,1995,AZ_West,9,199509,7,13,10
199510,24.56,5.16,0.28,07,1995,AZ_West,10,199510,30,1,0
199508,4.24,15.28,10.48,08,1995,AZ_West,8,199508,4,16,11
199509,14.32,11.88,4.8,08,1995,AZ_West,9,199509,7,13,10
199510,24.32,6.4,0.28,08,1995,AZ_West,10,199510,30,1,0
199606,26.16,3.52,0.32,04,1996,AZ_West,6,199606,25,5,0
199607,9.48,14.2,7.32,04,1996,AZ_West,7,199607,6,16,9
199608,3.52,15.92,11.56,04,1996,AZ_West,8,199608,4,20,7
199609,12.12,14.36,3.52,04,1996,AZ_West,9,199609,6,18,6
199610,24.16,6.24,0.6,04,1996,AZ_West,10,199610,26,5,0
199606,25,4.68,0.32,05,1996,AZ_West,6,199606,25,5,0
199607,9.36,14.2,7.44,05,1996,AZ_West,7,199607,6,16,9
199608,2.08,14.2,14.72,05,1996,AZ_West,8,199608,4,20,7
199609,8.48,16.24,5.28,05,1996,AZ_West,9,199609,6,18,6
199610,23.12,7.12,0.76,05,1996,AZ_West,10,199610,26,5,0
199606,24.28,5.52,0.2,06,1996,AZ_West,6,199606,25,5,0
199607,5.24,15.44,10.32,06,1996,AZ_West,7,199607,6,16,9
199608,1.84,15.88,13.28,06,1996,AZ_West,8,199608,4,20,7
199609,7.24,15.96,6.8,06,1996,AZ_West,9,199609,6,18,6
199610,22.6,8.16,0.24,06,1996,AZ_West,10,199610,26,5,0
199607,2.76,18.16,9.08,07,1996,AZ_West,7,199607,6,16,9
199608,3.44,15.56,12,07,1996,AZ_West,8,199608,4,20,7
199609,11.56,14.28,5.16,07,1996,AZ_West,9,199609,6,18,6
199610,23.64,6.24,0.12,07,1996,AZ_West,10,199610,26,5,0
199608,4.24,16.16,9.6,08,1996,AZ_West,8,199608,4,20,7
199609,11.16,14.64,5.2,08,1996,AZ_West,9,199609,6,18,6
199610,26.08,4.44,0.48,08,1996,AZ_West,10,199610,26,5,0
199706,22.64,7.08,0.28,04,1997,AZ_West,6,199706,15,13,2
199707,9.44,14.12,7.44,04,1997,AZ_West,7,199707,16,11,4
199708,1.96,13.6,15.44,04,1997,AZ_West,8,199708,0,13,18
199709,8.08,16.6,5.32,04,1997,AZ_West,9,199709,0,7,23
199710,20.56,8.52,1.92,04,1997,AZ_West,10,199710,22,6,3
199706,21.48,8.04,0.48,05,1997,AZ_West,6,199706,15,13,2
199707,6.88,13.84,10.28,05,1997,AZ_West,7,199707,16,11,4
199708,3.28,15.48,12.24,05,1997,AZ_West,8,199708,0,13,18
199709,7.4,15.84,6.76,05,1997,AZ_West,9,199709,0,7,23
199710,20.56,8.72,1.72,05,1997,AZ_West,10,199710,22,6,3
199706,20.84,8.36,0.8,06,1997,AZ_West,6,199706,15,13,2
199707,6.12,15.24,9.64,06,1997,AZ_West,7,199707,16,11,4
199708,1.84,15.64,13.52,06,1997,AZ_West,8,199708,0,13,18
199709,6.16,16.56,7.28,06,1997,AZ_West,9,199709,0,7,23
199710,20.16,9.44,1.4,06,1997,AZ_West,10,199710,22,6,3
199707,13.68,10.72,5.6,07,1997,AZ_West,7,199707,16,11,4
199708,1.84,15.48,13.68,07,1997,AZ_West,8,199708,0,13,18
199709,8.28,16.4,6.32,07,1997,AZ_West,9,199709,0,7,23
199710,20.32,8.6,1.08,07,1997,AZ_West,10,199710,22,6,3
199708,0.72,10.32,18.96,08,1997,AZ_West,8,199708,0,13,18
199709,7.68,14.52,8.8,08,1997,AZ_West,9,199709,0,7,23
199710,19.12,9.44,2.44,08,1997,AZ_West,10,199710,22,6,3
199806,22.28,7.52,0.2,04,1998,AZ_West,6,199806,17,13,0
199807,9.92,15.4,5.68,04,1998,AZ_West,7,199807,8,9,14
199808,1.04,14.64,15.32,04,1998,AZ_West,8,199808,0,28,3
199809,8.64,14.8,6.56,04,1998,AZ_West,9,199809,4,14,12
199810,23.6,6.24,1.16,04,1998,AZ_West,10,199810,20,11,0
199806,20.12,9.2,0.68,05,1998,AZ_West,6,199806,17,13,0
199807,7.88,14.52,8.6,05,1998,AZ_West,7,199807,8,9,14
199808,2.2,14.2,14.6,05,1998,AZ_West,8,199808,0,28,3
199809,7.52,14.64,7.84,05,1998,AZ_West,9,199809,4,14,12
199810,23.52,6,1.48,05,1998,AZ_West,10,199810,20,11,0
199806,22.44,7.04,0.52,06,1998,AZ_West,6,199806,17,13,0
199807,5.88,14.24,10.88,06,1998,AZ_West,7,199807,8,9,14
199808,1.64,11.24,18.12,06,1998,AZ_West,8,199808,0,28,3
199809,7.6,14.4,8,06,1998,AZ_West,9,199809,4,14,12
199810,23.84,6.64,0.52,06,1998,AZ_West,10,199810,20,11,0
199807,9.88,14.2,5.92,07,1998,AZ_West,7,199807,8,9,14
199808,2.92,13.48,14.6,07,1998,AZ_West,8,199808,0,28,3
199809,11.08,12.48,7.44,07,1998,AZ_West,9,199809,4,14,12
199810,25.2,4.6,0.2,07,1998,AZ_West,10,199810,20,11,0
199808,1.4,17.12,11.48,08,1998,AZ_West,8,199808,0,28,3
199809,6.96,15.28,8.76,08,1998,AZ_West,9,199809,4,14,12
199810,21.88,8.24,0.88,08,1998,AZ_West,10,199810,20,11,0
199906,25.16,4.2,0.64,04,1999,AZ_West,6,199906,14,16,0
199907,5.88,16.8,8.32,04,1999,AZ_West,7,199907,0,19,12
199908,2.24,11.8,16.96,04,1999,AZ_West,8,199908,5,18,8
199909,9.6,13.24,7.16,04,1999,AZ_West,9,199909,10,15,5
199910,22.96,7.44,0.6,04,1999,AZ_West,10,199910,31,0,0
199906,23.8,5.64,0.56,05,1999,AZ_West,6,199906,14,16,0
199907,4.92,16.36,9.72,05,1999,AZ_West,7,199907,0,19,12
199908,2.16,12.28,16.56,05,1999,AZ_West,8,199908,5,18,8
199909,8.96,15.88,5.16,05,1999,AZ_West,9,199909,10,15,5
199910,24.56,6.24,0.2,05,1999,AZ_West,10,199910,31,0,0
199906,24.28,5.36,0.36,06,1999,AZ_West,6,199906,14,16,0
199907,5.36,13.88,11.76,06,1999,AZ_West,7,199907,0,19,12
199908,1.64,11.4,17.96,06,1999,AZ_West,8,199908,5,18,8
199909,10.28,12.68,7.04,06,1999,AZ_West,9,199909,10,15,5
199910,25.8,4.88,0.32,06,1999,AZ_West,10,199910,31,0,0
199907,4.8,15.12,10.08,07,1999,AZ_West,7,199907,0,19,12
199908,3,16.44,11.56,07,1999,AZ_West,8,199908,5,18,8
199909,13.64,12.68,4.68,07,1999,AZ_West,9,199909,10,15,5
199910,26.8,3,0.2,07,1999,AZ_West,10,199910,31,0,0
199908,4.08,18.36,7.56,08,1999,AZ_West,8,199908,5,18,8
199909,9.96,14.4,6.64,08,1999,AZ_West,9,199909,10,15,5
199910,28.12,2.72,0.16,08,1999,AZ_West,10,199910,31,0,0
200006,25.6,4.16,0.24,04,2000,AZ_West,6,200006,17,12,1
200007,5.8,13.72,11.48,04,2000,AZ_West,7,200007,21,8,2
200008,3.92,12.2,14.88,04,2000,AZ_West,8,200008,2,22,7
200009,8.72,14.48,6.8,04,2000,AZ_West,9,200009,16,14,0
200010,24.16,6.44,0.4,04,2000,AZ_West,10,200010,10,21,0
200006,23.8,6.04,0.16,05,2000,AZ_West,6,200006,17,12,1
200007,6.8,15.36,8.84,05,2000,AZ_West,7,200007,21,8,2
200008,1.6,12.16,17.24,05,2000,AZ_West,8,200008,2,22,7
200009,9.48,12.6,7.92,05,2000,AZ_West,9,200009,16,14,0
200010,25.08,5.64,0.28,05,2000,AZ_West,10,200010,10,21,0
200006,23.6,5.76,0.64,06,2000,AZ_West,6,200006,17,12,1
200007,5.36,12.84,12.8,06,2000,AZ_West,7,200007,21,8,2
200008,1.44,11.92,17.64,06,2000,AZ_West,8,200008,2,22,7
200009,8.28,16.72,5,06,2000,AZ_West,9,200009,16,14,0
200010,22.44,7.8,0.76,06,2000,AZ_West,10,200010,10,21,0
200007,12.88,13.72,3.4,07,2000,AZ_West,7,200007,21,8,2
200008,4.08,17,9.92,07,2000,AZ_West,8,200008,2,22,7
200009,12.84,14.64,3.52,07,2000,AZ_West,9,200009,16,14,0
200010,24.48,5.36,0.16,07,2000,AZ_West,10,200010,10,21,0
200008,1.92,17.72,10.36,08,2000,AZ_West,8,200008,2,22,7
200009,12.88,14.12,4,08,2000,AZ_West,9,200009,16,14,0
200010,23.88,6.84,0.28,08,2000,AZ_West,10,200010,10,21,0
200106,22.76,6.88,0.36,04,2001,AZ_West,6,200106,24,6,0
200107,9.44,14.48,7.08,04,2001,AZ_West,7,200107,6,17,8
200108,1.72,14.36,14.92,04,2001,AZ_West,8,200108,5,12,14
200109,9.2,15.64,5.16,04,2001,AZ_West,9,200109,14,11,5
200110,22.24,7.84,0.92,04,2001,AZ_West,10,200110,21,10,0
200106,24.44,5.12,0.44,05,2001,AZ_West,6,200106,24,6,0
200107,7.48,14.76,8.76,05,2001,AZ_West,7,200107,6,17,8
200108,3.04,14.64,13.32,05,2001,AZ_West,8,200108,5,12,14
200109,13.72,11.6,4.68,05,2001,AZ_West,9,200109,14,11,5
200110,23.08,7,0.92,05,2001,AZ_West,10,200110,21,10,0
200106,24.76,4.76,0.48,06,2001,AZ_West,6,200106,24,6,0
200107,5.56,15.68,9.76,06,2001,AZ_West,7,200107,6,17,8
200108,2.36,12.12,16.52,06,2001,AZ_West,8,200108,5,12,14
200109,8.36,14.84,6.8,06,2001,AZ_West,9,200109,14,11,5
200110,23.8,6.8,0.4,06,2001,AZ_West,10,200110,21,10,0
200107,5.28,16,8.72,07,2001,AZ_West,7,200107,6,17,8
200108,3.64,13.52,13.84,07,2001,AZ_West,8,200108,5,12,14
200109,13.08,12.76,5.16,07,2001,AZ_West,9,200109,14,11,5
200110,23.44,6.04,0.52,07,2001,AZ_West,10,200110,21,10,0
200108,1.8,11,17.2,08,2001,AZ_West,8,200108,5,12,14
200109,8.64,15,7.36,08,2001,AZ_West,9,200109,14,11,5
200110,22.48,7.8,0.72,08,2001,AZ_West,10,200110,21,10,0
200206,24.96,4.44,0.6,04,2002,AZ_West,6,200206,30,0,0
200207,8.76,14.32,7.92,04,2002,AZ_West,7,200207,6,21,4
200208,3.24,14.16,13.6,04,2002,AZ_West,8,200208,18,13,0
200209,7.84,16.2,5.96,04,2002,AZ_West,9,200209,8,15,7
200210,21.72,8.32,0.96,04,2002,AZ_West,10,200210,26,5,0
200206,25,4.68,0.32,05,2002,AZ_West,6,200206,30,0,0
200207,7.6,14.56,8.84,05,2002,AZ_West,7,200207,6,21,4
200208,3.28,14.68,13.04,05,2002,AZ_West,8,200208,18,13,0
200209,9.08,14.44,6.48,05,2002,AZ_West,9,200209,8,15,7
200210,20.24,10,0.76,05,2002,AZ_West,10,200210,26,5,0
200206,26.12,3.68,0.2,06,2002,AZ_West,6,200206,30,0,0
200207,8.52,14.36,8.12,06,2002,AZ_West,7,200207,6,21,4
200208,1.6,14.64,14.76,06,2002,AZ_West,8,200208,18,13,0
200209,7.08,16.96,5.96,06,2002,AZ_West,9,200209,8,15,7
200210,20.48,9.48,1.04,06,2002,AZ_West,10,200210,26,5,0
200207,10.72,12.88,6.4,07,2002,AZ_West,7,200207,6,21,4
200208,2.4,17.6,11,07,2002,AZ_West,8,200208,18,13,0
200209,12.6,14.72,3.68,07,2002,AZ_West,9,200209,8,15,7
200210,21.56,7.84,0.6,07,2002,AZ_West,10,200210,26,5,0
200208,2.24,17.12,10.64,08,2002,AZ_West,8,200208,18,13,0
200209,10.24,15.04,5.72,08,2002,AZ_West,9,200209,8,15,7
200210,20.12,9.08,1.8,08,2002,AZ_West,10,200210,26,5,0
200306,24.84,4.52,0.64,04,2003,AZ_West,6,200306,28,2,0
200307,7.48,14,9.52,04,2003,AZ_West,7,200307,15,6,10
200308,1.24,16.04,13.72,04,2003,AZ_West,8,200308,0,12,19
200309,8.76,16,5.24,04,2003,AZ_West,9,200309,15,6,9
200310,22.4,7.48,1.12,04,2003,AZ_West,10,200310,19,12,0
200306,24.76,4.88,0.36,05,2003,AZ_West,6,200306,28,2,0
200307,5.88,16.8,8.32,05,2003,AZ_West,7,200307,15,6,10
200308,1.96,13.4,15.64,05,2003,AZ_West,8,200308,0,12,19
200309,8.96,13.36,7.68,05,2003,AZ_West,9,200309,15,6,9
200310,22.36,8,0.64,05,2003,AZ_West,10,200310,19,12,0
200306,25.96,3.64,0.4,06,2003,AZ_West,6,200306,28,2,0
200307,9.04,15.04,6.92,06,2003,AZ_West,7,200307,15,6,10
200308,2.76,14.12,14.12,06,2003,AZ_West,8,200308,0,12,19
200309,10.28,14.72,5,06,2003,AZ_West,9,200309,15,6,9
200310,23.6,6.8,0.6,06,2003,AZ_West,10,200310,19,12,0
200307,12.96,10.16,6.88,07,2003,AZ_West,7,200307,15,6,10
200308,3.64,15,12.36,07,2003,AZ_West,8,200308,0,12,19
200309,13.8,13.44,3.76,07,2003,AZ_West,9,200309,15,6,9
200310,25.76,3.76,0.48,07,2003,AZ_West,10,200310,19,12,0
200308,4.72,14.52,10.76,08,2003,AZ_West,8,200308,0,12,19
200309,11.56,13.6,5.84,08,2003,AZ_West,9,200309,15,6,9
200310,23.88,6.32,0.8,08,2003,AZ_West,10,200310,19,12,0
200406,23.64,5.8,0.56,04,2004,AZ_West,6,200406,25,5,0
200407,5.68,13.88,11.44,04,2004,AZ_West,7,200407,11,12,8
200408,2.28,14.2,14.52,04,2004,AZ_West,8,200408,4,19,8
200409,9.08,15.24,5.68,04,2004,AZ_West,9,200409,12,15,3
200410,23.36,7.12,0.52,04,2004,AZ_West,10,200410,15,15,1
200406,23.68,5.76,0.56,05,2004,AZ_West,6,200406,25,5,0
200407,5.72,16.44,8.84,05,2004,AZ_West,7,200407,11,12,8
200408,2.56,15.44,13,05,2004,AZ_West,8,200408,4,19,8
200409,9.4,14.56,6.04,05,2004,AZ_West,9,200409,12,15,3
200410,20.24,9.24,1.52,05,2004,AZ_West,10,200410,15,15,1
200406,27.16,2.84,0,06,2004,AZ_West,6,200406,25,5,0
200407,6.28,14.36,10.36,06,2004,AZ_West,7,200407,11,12,8
200408,2.04,12.68,16.28,06,2004,AZ_West,8,200408,4,19,8
200409,9.44,16.32,4.24,06,2004,AZ_West,9,200409,12,15,3
200410,20.76,9.08,1.16,06,2004,AZ_West,10,200410,15,15,1
200407,18.56,8.36,3.08,07,2004,AZ_West,7,200407,11,12,8
200408,6.96,15.8,8.24,07,2004,AZ_West,8,200408,4,19,8
200409,13.72,12.84,4.44,07,2004,AZ_West,9,200409,12,15,3
200410,23.6,6.2,0.2,07,2004,AZ_West,10,200410,15,15,1
200408,6.76,18.88,4.36,08,2004,AZ_West,8,200408,4,19,8
200409,12.72,14.48,3.8,08,2004,AZ_West,9,200409,12,15,3
200410,22.96,7.04,1,08,2004,AZ_West,10,200410,15,15,1
200506,24.72,5.12,0.16,04,2005,AZ_West,6,200506,18,12,0
200507,9.24,14.72,7.04,04,2005,AZ_West,7,200507,14,6,11
200508,2.64,13.96,14.4,04,2005,AZ_West,8,200508,3,8,20
200509,8.64,14.48,6.88,04,2005,AZ_West,9,200509,15,15,0
200510,23.32,6.76,0.92,04,2005,AZ_West,10,200510,11,20,0
200506,21.72,7.76,0.52,05,2005,AZ_West,6,200506,18,12,0
200507,6.8,15.2,9,05,2005,AZ_West,7,200507,14,6,11
200508,1.16,13.68,16.16,05,2005,AZ_West,8,200508,3,8,20
200509,8.2,14.68,7.12,05,2005,AZ_West,9,200509,15,15,0
200510,22.8,7.72,0.48,05,2005,AZ_West,10,200510,11,20,0
200506,27.16,2.8,0.04,06,2005,AZ_West,6,200506,18,12,0
200507,10.56,14.72,5.72,06,2005,AZ_West,7,200507,14,6,11
200508,2.96,12.04,16,06,2005,AZ_West,8,200508,3,8,20
200509,9.8,14.08,6.12,06,2005,AZ_West,9,200509,15,15,0
200510,23.16,6.96,0.88,06,2005,AZ_West,10,200510,11,20,0
200507,15.16,9.84,5,07,2005,AZ_West,7,200507,14,6,11
200508,3.88,16.48,10.64,07,2005,AZ_West,8,200508,3,8,20
200509,13.48,13.16,4.36,07,2005,AZ_West,9,200509,15,15,0
200510,25.6,4.08,0.32,07,2005,AZ_West,10,200510,11,20,0
200508,0.28,7.84,21.88,08,2005,AZ_West,8,200508,3,8,20
200509,10.6,13.6,6.8,08,2005,AZ_West,9,200509,15,15,0
200510,24.04,6.76,0.2,08,2005,AZ_West,10,200510,11,20,0
200606,23.16,6.32,0.52,04,2006,AZ_West,6,200606,23,7,0
200607,7.68,15.6,7.72,04,2006,AZ_West,7,200607,1,14,16
200608,2.44,14.6,13.96,04,2006,AZ_West,8,200608,0,20,11
200609,11.84,13.08,5.08,04,2006,AZ_West,9,200609,14,9,7
200610,21.52,8.84,0.64,04,2006,AZ_West,10,200610,15,15,1
200606,24,5.36,0.64,05,2006,AZ_West,6,200606,23,7,0
200607,6.84,15.04,9.12,05,2006,AZ_West,7,200607,1,14,16
200608,2.12,13.56,15.32,05,2006,AZ_West,8,200608,0,20,11
200609,7.72,15.6,6.68,05,2006,AZ_West,9,200609,14,9,7
200610,21.8,8.04,1.16,05,2006,AZ_West,10,200610,15,15,1
200606,21.92,7.2,0.88,06,2006,AZ_West,6,200606,23,7,0
200607,6.96,15,9.04,06,2006,AZ_West,7,200607,1,14,16
200608,2.16,14.36,14.48,06,2006,AZ_West,8,200608,0,20,11
200609,9.72,14.28,6,06,2006,AZ_West,9,200609,14,9,7
200610,22.72,7.64,0.64,06,2006,AZ_West,10,200610,15,15,1
200607,7.2,15.84,6.96,07,2006,AZ_West,7,200607,1,14,16
200608,2.48,12.8,15.72,07,2006,AZ_West,8,200608,0,20,11
200609,13.84,13.04,4.12,07,2006,AZ_West,9,200609,14,9,7
200610,23.84,6.08,0.08,07,2006,AZ_West,10,200610,15,15,1
200608,2.52,14.52,12.96,08,2006,AZ_West,8,200608,0,20,11
200609,9.88,14.96,6.16,08,2006,AZ_West,9,200609,14,9,7
200610,22,7.84,1.16,08,2006,AZ_West,10,200610,15,15,1
200706,24.96,4.84,0.2,04,2007,AZ_West,6,200706,29,1,0
200707,7.12,16.6,7.28,04,2007,AZ_West,7,200707,8,14,9
200708,1.84,14.68,14.48,04,2007,AZ_West,8,200708,0,14,17
200709,11,13.88,5.12,04,2007,AZ_West,9,200709,10,14,6
200710,21.6,8.72,0.68,04,2007,AZ_West,10,200710,26,5,0
200706,25.76,4.12,0.12,05,2007,AZ_West,6,200706,29,1,0
200707,7.8,14.76,8.44,05,2007,AZ_West,7,200707,8,14,9
200708,2.84,14.12,14.04,05,2007,AZ_West,8,200708,0,14,17
200709,8.92,14.92,6.16,05,2007,AZ_West,9,200709,10,14,6
200710,24.2,6.24,0.56,05,2007,AZ_West,10,200710,26,5,0
200706,26.72,3.12,0.16,06,2007,AZ_West,6,200706,29,1,0
200707,9,14.2,7.8,06,2007,AZ_West,7,200707,8,14,9
200708,2.12,15.2,13.68,06,2007,AZ_West,8,200708,0,14,17
200709,11.76,13.12,5.12,06,2007,AZ_West,9,200709,10,14,6
