"","ForecastYear","Month","LeadMonth","AnalogYear","Distance","Weight","Rank"
"101",2003,6,4,1995,0.23940360651797,0.122601151730651,1
"102",2003,6,4,2005,0.23940360651797,0.122601151730651,2
"103",2003,6,4,2014,0.23940360651797,0.122601151730651,3
"104",2003,6,4,2017,0.23940360651797,0.122601151730651,4
"105",2003,6,4,2018,0.297258839678035,0.0987401973610251,5
"106",2003,6,4,2004,0.357156005301616,0.0821813483461419,6
"107",2003,6,4,1983,0.357156005301616,0.0821813483461419,7
"108",2003,6,4,2003,0.357156005301616,0.0821813483461419,8
"109",2003,6,4,2012,0.357156005301616,0.0821813483461419,9
"110",2003,6,4,1996,0.35738016855914,0.0821298023318034,10
"111",2004,6,4,2011,0.188745870559135,0.111878934968651,1
"112",2004,6,4,2018,0.188745870559135,0.111878934968651,2
"113",2004,6,4,2004,0.188745870559135,0.111878934968651,3
"114",2004,6,4,1996,0.188745870559135,0.111878934968651,4
"115",2004,6,4,1985,0.188745870559135,0.111878934968651,5
"116",2004,6,4,1994,0.188745870559135,0.111878934968651,6
"117",2004,6,4,2006,0.256955140585801,0.0821815975470233,7
"118",2004,6,4,2001,0.256955140585801,0.0821815975470233,8
"119",2004,6,4,1991,0.256955140585801,0.0821815975470233,9
"120",2004,6,4,2013,0.256955140585801,0.0821815975470233,10
"121",2005,6,4,2004,0.294116444971593,0.104416171066328,1
"122",2005,6,4,2003,0.294116444971593,0.104416171066328,2
"123",2005,6,4,1983,0.294116444971593,0.104416171066328,3
"124",2005,6,4,2012,0.294116444971593,0.104416171066328,4
"125",2005,6,4,2008,0.305225945507008,0.100615794585634,5
"126",2005,6,4,2010,0.305225945507008,0.100615794585634,6
"127",2005,6,4,2007,0.305225945507008,0.100615794585634,7
"128",2005,6,4,1985,0.305225945507008,0.100615794585634,8
"129",2005,6,4,1982,0.305225945507008,0.100615794585634,9
"130",2005,6,4,2017,0.387486522117595,0.0792563428065162,10
"131",2006,6,4,2014,0.251976541027925,0.119747260772418,1
"132",2006,6,4,1995,0.251976541027925,0.119747260772418,2
"133",2006,6,4,2005,0.251976541027925,0.119747260772418,3
"134",2006,6,4,2017,0.251976541027925,0.119747260772418,4
"135",2006,6,4,2018,0.332723828355882,0.0906871963957224,5
"136",2006,6,4,1996,0.350594600632855,0.0860647521029215,6
"137",2006,6,4,2018,0.350594600632855,0.0860647521029215,7
"138",2006,6,4,2004,0.350594600632855,0.0860647521029215,8
"139",2006,6,4,1985,0.350594600632855,0.0860647521029215,9
"140",2006,6,4,1994,0.350594600632855,0.0860647521029215,10
"141",2007,6,4,2004,0.258259670718654,0.110405598137843,1
"142",2007,6,4,2003,0.258259670718654,0.110405598137843,2
"143",2007,6,4,1983,0.258259670718654,0.110405598137843,3
"144",2007,6,4,2012,0.258259670718654,0.110405598137843,4
"145",2007,6,4,2010,0.30104100668274,0.0947162336069061,5
"146",2007,6,4,2008,0.30104100668274,0.0947162336069061,6
"147",2007,6,4,1982,0.30104100668274,0.0947162336069061,7
"148",2007,6,4,2007,0.30104100668274,0.0947162336069061,8
"149",2007,6,4,1985,0.30104100668274,0.0947162336069061,9
"150",2007,6,4,1995,0.336259042351039,0.0847964394140981,10
"151",2008,6,4,1995,0.2539432672058,0.122096200701955,1
"152",2008,6,4,2005,0.2539432672058,0.122096200701955,2
"153",2008,6,4,2014,0.2539432672058,0.122096200701955,3
"154",2008,6,4,2017,0.2539432672058,0.122096200701955,4
"155",2008,6,4,2018,0.349357066286534,0.0887511505055439,5
"156",2008,6,4,2004,0.365866137160775,0.0847465191971547,6
"157",2008,6,4,1983,0.365866137160775,0.0847465191971547,7
"158",2008,6,4,2003,0.365866137160775,0.0847465191971547,8
"159",2008,6,4,2012,0.365866137160775,0.0847465191971547,9
"160",2008,6,4,1996,0.369654753681752,0.0838779698980186,10
"161",2009,6,4,2011,0.276883382612153,0.10320989418915,1
"162",2009,6,4,2018,0.276883382612153,0.10320989418915,2
"163",2009,6,4,2004,0.276883382612153,0.10320989418915,3
"164",2009,6,4,1996,0.276883382612153,0.10320989418915,4
"165",2009,6,4,1985,0.276883382612153,0.10320989418915,5
"166",2009,6,4,1994,0.276883382612153,0.10320989418915,6
"167",2009,6,4,2014,0.300227317524062,0.0951851587162743,7
"168",2009,6,4,1995,0.300227317524062,0.0951851587162743,8
"169",2009,6,4,2005,0.300227317524062,0.0951851587162743,9
"170",2009,6,4,2017,0.300227317524062,0.0951851587162743,10
"171",2010,6,4,2004,0.272961973843127,0.10947399401724,1
"172",2010,6,4,2003,0.272961973843127,0.10947399401724,2
"173",2010,6,4,1983,0.272961973843127,0.10947399401724,3
"174",2010,6,4,2012,0.272961973843127,0.10947399401724,4
"175",2010,6,4,2010,0.313795517938031,0.095228829715091,5
"176",2010,6,4,2008,0.313795517938031,0.095228829715091,6
"177",2010,6,4,1982,0.313795517938031,0.095228829715091,7
"178",2010,6,4,2007,0.313795517938031,0.095228829715091,8
"179",2010,6,4,1985,0.313795517938031,0.095228829715091,9
"180",2010,6,4,1995,0.347632805527118,0.0859598753555842,10
"181",2011,6,4,2013,0.313460673642292,0.100321662799136,1
"182",2011,6,4,1998,0.313460673642292,0.100321662799136,2
"183",2011,6,4,1989,0.313460673642292,0.100321662799136,3
"184",2011,6,4,2002,0.313460673642292,0.100321662799136,4
"185",2011,6,4,1993,0.313460673642292,0.100321662799136,5
"186",2011,6,4,2011,0.313460673642292,0.100321662799136,6
"187",2011,6,4,2003,0.313460673642292,0.100321662799136,7
"188",2011,6,4,2014,0.313460673642292,0.100321662799136,8
"189",2011,6,4,2008,0.318567979571682,0.0987133488034567,9
"190",2011,6,4,2010,0.318567979571682,0.0987133488034567,10
"191",2012,6,4,2014,0.255522991223298,0.11774002978725,1
"192",2012,6,4,1995,0.255522991223298,0.11774002978725,2
"193",2012,6,4,2005,0.255522991223298,0.11774002978725,3
"194",2012,6,4,2017,0.255522991223298,0.11774002978725,4
"195",2012,6,4,2018,0.334062467354358,0.0900596874579996,5
"196",2012,6,4,1996,0.342675871151835,0.0877960386786,6
"197",2012,6,4,2018,0.342675871151835,0.0877960386786,7
"198",2012,6,4,2004,0.342675871151835,0.0877960386786,8
"199",2012,6,4,1985,0.342675871151835,0.0877960386786,9
"200",2012,6,4,1994,0.342675871151835,0.0877960386786,10
"201",2013,6,4,1995,0.235381299666117,0.119733171911225,1
"202",2013,6,4,2005,0.235381299666117,0.119733171911225,2
"203",2013,6,4,2014,0.235381299666117,0.119733171911225,3
"204",2013,6,4,2017,0.235381299666117,0.119733171911225,4
"205",2013,6,4,2004,0.303242362816345,0.0929395790607526,5
"206",2013,6,4,1983,0.303242362816345,0.0929395790607526,6
"207",2013,6,4,2003,0.303242362816345,0.0929395790607526,7
"208",2013,6,4,2012,0.303242362816345,0.0929395790607526,8
"209",2013,6,4,2018,0.330831165295994,0.0851893594441737,9
"210",2013,6,4,1996,0.439545624672336,0.0641196366679175,10
"211",2014,6,4,2014,0.27588247150296,0.102521544432495,1
"212",2014,6,4,1995,0.27588247150296,0.102521544432495,2
"213",2014,6,4,2005,0.27588247150296,0.102521544432495,3
"214",2014,6,4,2017,0.27588247150296,0.102521544432495,4
"215",2014,6,4,2011,0.287675297831533,0.0983189703783368,5
"216",2014,6,4,2018,0.287675297831533,0.0983189703783368,6
"217",2014,6,4,2004,0.287675297831533,0.0983189703783368,7
"218",2014,6,4,1996,0.287675297831533,0.0983189703783368,8
"219",2014,6,4,1985,0.287675297831533,0.0983189703783368,9
"220",2014,6,4,1994,0.287675297831533,0.0983189703783368,10
"221",2015,6,4,2004,0.265927937171189,0.109018890031319,1
"222",2015,6,4,2003,0.265927937171189,0.109018890031319,2
"223",2015,6,4,1983,0.265927937171189,0.109018890031319,3
"224",2015,6,4,2012,0.265927937171189,0.109018890031319,4
"225",2015,6,4,2010,0.301689169921804,0.0960965810251854,5
"226",2015,6,4,2008,0.301689169921804,0.0960965810251854,6
"227",2015,6,4,1982,0.301689169921804,0.0960965810251854,7
"228",2015,6,4,2007,0.301689169921804,0.0960965810251854,8
"229",2015,6,4,1985,0.301689169921804,0.0960965810251854,9
"230",2015,6,4,1995,0.347445962008658,0.083441534748796,10
"231",2016,6,4,2011,0.215693173637247,0.114835054051239,1
"232",2016,6,4,2018,0.215693173637247,0.114835054051239,2
"233",2016,6,4,2004,0.215693173637247,0.114835054051239,3
"234",2016,6,4,1996,0.215693173637247,0.114835054051239,4
"235",2016,6,4,1985,0.215693173637247,0.114835054051239,5
"236",2016,6,4,1994,0.215693173637247,0.114835054051239,6
"237",2016,6,4,2013,0.318589458949811,0.0777474189231412,7
"238",2016,6,4,2001,0.318589458949811,0.0777474189231412,8
"239",2016,6,4,2006,0.318589458949811,0.0777474189231412,9
"240",2016,6,4,1991,0.318589458949811,0.0777474189231412,10
"241",2017,6,4,1995,0.255944890969653,0.107085307121304,1
"242",2017,6,4,2005,0.255944890969653,0.107085307121304,2
"243",2017,6,4,2014,0.255944890969653,0.107085307121304,3
"244",2017,6,4,2017,0.255944890969653,0.107085307121304,4
"245",2017,6,4,2004,0.261405533459639,0.104848429417898,5
"246",2017,6,4,2003,0.261405533459639,0.104848429417898,6
"247",2017,6,4,1983,0.261405533459639,0.104848429417898,7
"248",2017,6,4,2012,0.261405533459639,0.104848429417898,8
"249",2017,6,4,2018,0.345227570267307,0.079391730417588,9
"250",2017,6,4,2010,0.376108541329694,0.0728733234256038,10
"251",2018,6,4,2006,0.179742657846857,0.104394719134555,1
"252",2018,6,4,2001,0.179742657846857,0.104394719134555,2
"253",2018,6,4,1991,0.179742657846857,0.104394719134555,3
"254",2018,6,4,2013,0.179742657846857,0.104394719134555,4
"255",2018,6,4,1994,0.193306081512391,0.0970701872436297,5
"256",2018,6,4,1996,0.193306081512391,0.0970701872436297,6
"257",2018,6,4,1992,0.193306081512391,0.0970701872436297,7
"258",2018,6,4,2006,0.193306081512391,0.0970701872436297,8
"259",2018,6,4,2017,0.193306081512391,0.0970701872436297,9
"260",2018,6,4,1997,0.193306081512391,0.0970701872436297,10
"261",2019,6,4,2014,0.290981146796072,0.102093043700418,1
"262",2019,6,4,1995,0.290981146796072,0.102093043700418,2
"263",2019,6,4,2005,0.290981146796072,0.102093043700418,3
"264",2019,6,4,2017,0.290981146796072,0.102093043700418,4
"265",2019,6,4,2011,0.301275746893268,0.0986046375330545,5
"266",2019,6,4,2018,0.301275746893268,0.0986046375330545,6
"267",2019,6,4,2004,0.301275746893268,0.0986046375330545,7
"268",2019,6,4,1996,0.301275746893268,0.0986046375330545,8
"269",2019,6,4,1985,0.301275746893268,0.0986046375330545,9
"270",2019,6,4,1994,0.301275746893268,0.0986046375330545,10
"271",2020,6,4,1995,0.251529285176065,0.121388089122852,1
"272",2020,6,4,2005,0.251529285176065,0.121388089122852,2
"273",2020,6,4,2014,0.251529285176065,0.121388089122852,3
"274",2020,6,4,2017,0.251529285176065,0.121388089122852,4
"275",2020,6,4,2004,0.3452600413159,0.0884347597911462,5
"276",2020,6,4,1983,0.3452600413159,0.0884347597911462,6
"277",2020,6,4,2003,0.3452600413159,0.0884347597911462,7
"278",2020,6,4,2012,0.3452600413159,0.0884347597911462,8
"279",2020,6,4,2018,0.359565118749919,0.0849165350289067,9
"280",2020,6,4,1996,0.402853695935108,0.0757920693150993,10
"281",2021,6,4,2011,0.201588570611638,0.100164183511324,1
"282",2021,6,4,2018,0.201588570611638,0.100164183511324,2
"283",2021,6,4,2004,0.201588570611638,0.100164183511324,3
"284",2021,6,4,1996,0.201588570611638,0.100164183511324,4
"285",2021,6,4,1985,0.201588570611638,0.100164183511324,5
"286",2021,6,4,1994,0.201588570611638,0.100164183511324,6
"287",2021,6,4,2006,0.202418092549027,0.099753724733014,7
"288",2021,6,4,2001,0.202418092549027,0.099753724733014,8
"289",2021,6,4,1991,0.202418092549027,0.099753724733014,9
"290",2021,6,4,2013,0.202418092549027,0.099753724733014,10
"291",1993,6,4,1994,0.199948849113327,0.117658702115948,1
"292",1993,6,4,2017,0.199948849113327,0.117658702115948,2
"293",1993,6,4,1992,0.199948849113327,0.117658702115948,3
"294",1993,6,4,1996,0.199948849113327,0.117658702115948,4
"295",1993,6,4,2006,0.199948849113327,0.117658702115948,5
"296",1993,6,4,1997,0.199948849113327,0.117658702115948,6
"297",1993,6,4,1991,0.320031839171191,0.0735119468260778,7
"298",1993,6,4,2006,0.320031839171191,0.0735119468260778,8
"299",1993,6,4,2001,0.320031839171191,0.0735119468260778,9
"300",1993,6,4,2013,0.320031839171191,0.0735119468260778,10
"301",1994,6,4,1994,0.240305050138011,0.115145239927852,1
"302",1994,6,4,2017,0.240305050138011,0.115145239927852,2
"303",1994,6,4,1992,0.240305050138011,0.115145239927852,3
"304",1994,6,4,1996,0.240305050138011,0.115145239927852,4
"305",1994,6,4,2006,0.240305050138011,0.115145239927852,5
"306",1994,6,4,1997,0.240305050138011,0.115145239927852,6
"307",1994,6,4,1989,0.295400271507558,0.0936701827096321,7
"308",1994,6,4,1991,0.385277419298548,0.0718194592410853,8
"309",1994,6,4,2006,0.385277419298548,0.0718194592410853,9
"310",1994,6,4,2001,0.385277419298548,0.0718194592410853,10
"311",1995,6,4,1994,0.219096602977926,0.116829590209106,1
"312",1995,6,4,2017,0.219096602977926,0.116829590209106,2
"313",1995,6,4,1992,0.219096602977926,0.116829590209106,3
"314",1995,6,4,1996,0.219096602977926,0.116829590209106,4
"315",1995,6,4,2006,0.219096602977926,0.116829590209106,5
"316",1995,6,4,1997,0.219096602977926,0.116829590209106,6
"317",1995,6,4,1989,0.271884055702643,0.0941474596488265,7
"318",1995,6,4,1991,0.374825408188949,0.0682916663655124,8
"319",1995,6,4,2006,0.374825408188949,0.0682916663655124,9
"320",1995,6,4,2001,0.374825408188949,0.0682916663655124,10
"321",1996,6,4,2004,0.264303904455057,0.110644787295728,1
"322",1996,6,4,2003,0.264303904455057,0.110644787295728,2
"323",1996,6,4,1983,0.264303904455057,0.110644787295728,3
"324",1996,6,4,2012,0.264303904455057,0.110644787295728,4
"325",1996,6,4,2010,0.310705083403056,0.0941214549916039,5
"326",1996,6,4,2008,0.310705083403056,0.0941214549916039,6
"327",1996,6,4,1982,0.310705083403056,0.0941214549916039,7
"328",1996,6,4,2007,0.310705083403056,0.0941214549916039,8
"329",1996,6,4,1985,0.310705083403056,0.0941214549916039,9
"330",1996,6,4,1995,0.336860765296074,0.0868135758590684,10
"331",1997,6,4,1991,0.22334572203481,0.100793672617267,1
"332",1997,6,4,2006,0.22334572203481,0.100793672617267,2
"333",1997,6,4,2001,0.22334572203481,0.100793672617267,3
"334",1997,6,4,2013,0.22334572203481,0.100793672617267,4
"335",1997,6,4,1994,0.226315960019996,0.0994708849218219,5
"336",1997,6,4,1996,0.226315960019996,0.0994708849218219,6
"337",1997,6,4,1992,0.226315960019996,0.0994708849218219,7
"338",1997,6,4,2006,0.226315960019996,0.0994708849218219,8
"339",1997,6,4,2017,0.226315960019996,0.0994708849218219,9
"340",1997,6,4,1997,0.226315960019996,0.0994708849218219,10
"341",1998,6,4,1994,0.211510506456704,0.111603016214104,1
"342",1998,6,4,1996,0.211510506456704,0.111603016214104,2
"343",1998,6,4,1992,0.211510506456704,0.111603016214104,3
"344",1998,6,4,2006,0.211510506456704,0.111603016214104,4
"345",1998,6,4,2017,0.211510506456704,0.111603016214104,5
"346",1998,6,4,1997,0.211510506456704,0.111603016214104,6
"347",1998,6,4,1991,0.285796532593762,0.0825954756788444,7
"348",1998,6,4,2006,0.285796532593762,0.0825954756788444,8
"349",1998,6,4,2001,0.285796532593762,0.0825954756788444,9
"350",1998,6,4,2013,0.285796532593762,0.0825954756788444,10
"351",1999,6,4,1995,0.23520257823038,0.116158406749385,1
"352",1999,6,4,2005,0.23520257823038,0.116158406749385,2
"353",1999,6,4,2014,0.23520257823038,0.116158406749385,3
"354",1999,6,4,2017,0.23520257823038,0.116158406749385,4
"355",1999,6,4,2004,0.284467016731155,0.0960426211178829,5
"356",1999,6,4,1983,0.284467016731155,0.0960426211178829,6
"357",1999,6,4,2003,0.284467016731155,0.0960426211178829,7
"358",1999,6,4,2012,0.284467016731155,0.0960426211178829,8
"359",1999,6,4,2018,0.316865064879247,0.0862229987868172,9
"360",1999,6,4,2010,0.420502592902362,0.0649728897441124,10
"361",2000,6,4,1995,0.262104154349871,0.111087739808031,1
"362",2000,6,4,2005,0.262104154349871,0.111087739808031,2
"363",2000,6,4,2014,0.262104154349871,0.111087739808031,3
"364",2000,6,4,2017,0.262104154349871,0.111087739808031,4
"365",2000,6,4,2004,0.285626749793721,0.101939505331329,5
"366",2000,6,4,1983,0.285626749793721,0.101939505331329,6
"367",2000,6,4,2003,0.285626749793721,0.101939505331329,7
"368",2000,6,4,2012,0.285626749793721,0.101939505331329,8
"369",2000,6,4,2018,0.382316118690107,0.0761592461382994,9
"370",2000,6,4,2010,0.405914287622361,0.0717317733042601,10
"371",2001,6,4,2006,0.202155276061187,0.110986526647229,1
"372",2001,6,4,2001,0.202155276061187,0.110986526647229,2
"373",2001,6,4,1991,0.202155276061187,0.110986526647229,3
"374",2001,6,4,2013,0.202155276061187,0.110986526647229,4
"375",2001,6,4,2006,0.24209914155533,0.0926756489018472,5
"376",2001,6,4,1996,0.24209914155533,0.0926756489018472,6
"377",2001,6,4,1992,0.24209914155533,0.0926756489018472,7
"378",2001,6,4,2017,0.24209914155533,0.0926756489018472,8
"379",2001,6,4,1994,0.24209914155533,0.0926756489018472,9
"380",2001,6,4,1997,0.24209914155533,0.0926756489018472,10
"381",2002,6,4,1995,0.230628229011574,0.121608158187166,1
"382",2002,6,4,2005,0.230628229011574,0.121608158187166,2
"383",2002,6,4,2014,0.230628229011574,0.121608158187166,3
"384",2002,6,4,2017,0.230628229011574,0.121608158187166,4
"385",2002,6,4,2018,0.309801291090939,0.0905308845874651,5
"386",2002,6,4,2004,0.315835882315706,0.0888011900994556,6
"387",2002,6,4,1983,0.315835882315706,0.0888011900994556,7
"388",2002,6,4,2003,0.315835882315706,0.0888011900994556,8
"389",2002,6,4,2012,0.315835882315706,0.0888011900994556,9
"390",2002,6,4,1996,0.413476335016535,0.0678317222660472,10
"391",2003,6,4,1995,0.23142976337108,0.12245475806486,1
"392",2003,6,4,2005,0.23142976337108,0.12245475806486,2
"393",2003,6,4,2014,0.23142976337108,0.12245475806486,3
"394",2003,6,4,2017,0.23142976337108,0.12245475806486,4
"395",2003,6,4,2018,0.302299630332175,0.0937479239382919,5
"396",2003,6,4,2004,0.329119338128106,0.0861087024067204,6
"397",2003,6,4,1983,0.329119338128106,0.0861087024067204,7
"398",2003,6,4,2003,0.329119338128106,0.0861087024067204,8
"399",2003,6,4,2012,0.329119338128106,0.0861087024067204,9
"400",2003,6,4,1996,0.393623268298712,0.0719982341753878,10
"401",2004,6,4,2011,0.198662951835744,0.113689961644846,1
"402",2004,6,4,2018,0.198662951835744,0.113689961644846,2
"403",2004,6,4,2004,0.198662951835744,0.113689961644846,3
"404",2004,6,4,1996,0.198662951835744,0.113689961644846,4
"405",2004,6,4,1985,0.198662951835744,0.113689961644846,5
"406",2004,6,4,1994,0.198662951835744,0.113689961644846,6
"407",2004,6,4,2006,0.284229651683015,0.0794650575327309,7
"408",2004,6,4,2001,0.284229651683015,0.0794650575327309,8
"409",2004,6,4,1991,0.284229651683015,0.0794650575327309,9
"410",2004,6,4,2013,0.284229651683015,0.0794650575327309,10
"411",2005,6,4,2014,0.298139883718907,0.104361524269493,1
"412",2005,6,4,1995,0.298139883718907,0.104361524269493,2
"413",2005,6,4,2005,0.298139883718907,0.104361524269493,3
"414",2005,6,4,2017,0.298139883718907,0.104361524269493,4
"415",2005,6,4,1996,0.320462074803097,0.0970923171536711,5
"416",2005,6,4,2018,0.320462074803097,0.0970923171536711,6
"417",2005,6,4,2004,0.320462074803097,0.0970923171536711,7
"418",2005,6,4,1985,0.320462074803097,0.0970923171536711,8
"419",2005,6,4,1994,0.320462074803097,0.0970923171536711,9
"420",2005,6,4,2011,0.320462074803097,0.0970923171536711,10
"421",2006,6,4,2006,0.206162791481287,0.10345351058133,1
"422",2006,6,4,2001,0.206162791481287,0.10345351058133,2
"423",2006,6,4,1991,0.206162791481287,0.10345351058133,3
"424",2006,6,4,2013,0.206162791481287,0.10345351058133,4
"425",2006,6,4,2011,0.218309447463758,0.0976976596124467,5
"426",2006,6,4,1985,0.218309447463758,0.0976976596124467,6
"427",2006,6,4,2004,0.218309447463758,0.0976976596124467,7
"428",2006,6,4,2018,0.218309447463758,0.0976976596124467,8
"429",2006,6,4,1996,0.218309447463758,0.0976976596124467,9
"430",2006,6,4,1994,0.218309447463758,0.0976976596124467,10
"431",2007,6,4,2014,0.266992976848601,0.11945635721183,1
"432",2007,6,4,1995,0.266992976848601,0.11945635721183,2
"433",2007,6,4,2005,0.266992976848601,0.11945635721183,3
"434",2007,6,4,2017,0.266992976848601,0.11945635721183,4
"435",2007,6,4,1996,0.366478964508262,0.0870290951921133,5
"436",2007,6,4,2018,0.366478964508262,0.0870290951921133,6
"437",2007,6,4,2004,0.366478964508262,0.0870290951921133,7
"438",2007,6,4,1985,0.366478964508262,0.0870290951921133,8
"439",2007,6,4,1994,0.366478964508262,0.0870290951921133,9
"440",2007,6,4,2011,0.366478964508262,0.0870290951921133,10
"441",2008,6,4,2014,0.266010534260998,0.114020696549214,1
