YYYYMM,dry.obs,normal.obs,monsoon.obs,Year,Month,region,lead_date,dry.for,normal.for,monsoon.for,lead_month
201007,6,16,9,2010,7,AZ_West,201007,7.28,15.68,8.04,04
201007,6,16,9,2010,7,AZ_West,201007,10.36,12.04,8.6,05
201007,6,16,9,2010,7,AZ_West,201007,8.08,14.08,8.84,06
201007,6,16,9,2010,7,AZ_West,201007,9.56,14.76,5.68,07
201008,1,19,11,2010,8,AZ_West,201008,2.4,14.24,14.36,04
201008,1,19,11,2010,8,AZ_West,201008,0.96,12.08,17.96,05
201008,1,19,11,2010,8,AZ_West,201008,1.04,11.76,18.2,06
201008,1,19,11,2010,8,AZ_West,201008,4.72,13.44,12.84,07
201008,1,19,11,2010,8,AZ_West,201008,2.04,15.96,12,08
201009,21,9,0,2010,9,AZ_West,201009,8.76,13.04,8.2,04
201009,21,9,0,2010,9,AZ_West,201009,11.68,12.2,6.12,05
201009,21,9,0,2010,9,AZ_West,201009,9.8,13.92,6.28,06
201009,21,9,0,2010,9,AZ_West,201009,16.56,11.56,2.88,07
201009,21,9,0,2010,9,AZ_West,201009,11.88,15.4,3.72,08
201010,10,20,1,2010,10,AZ_West,201010,24.88,5.8,0.32,04
201010,10,20,1,2010,10,AZ_West,201010,26.4,4.32,0.28,05
201010,10,20,1,2010,10,AZ_West,201010,25.76,4.52,0.72,06
201010,10,20,1,2010,10,AZ_West,201010,28.2,1.8,0,07
201010,10,20,1,2010,10,AZ_West,201010,28.04,2.92,0.04,08
201106,27,3,0,2011,6,AZ_West,201106,25.48,4.36,0.16,04
201106,27,3,0,2011,6,AZ_West,201106,27.4,2.44,0.16,05
201106,27,3,0,2011,6,AZ_West,201106,26.76,3.16,0.08,06
201107,6,10,15,2011,7,AZ_West,201107,11.4,12.96,6.64,04
201107,6,10,15,2011,7,AZ_West,201107,7.56,16.16,7.28,05
201107,6,10,15,2011,7,AZ_West,201107,8.32,15.36,7.32,06
201107,6,10,15,2011,7,AZ_West,201107,5.64,18.4,5.96,07
201108,3,20,8,2011,8,AZ_West,201108,2.76,16.4,11.84,04
201108,3,20,8,2011,8,AZ_West,201108,2.16,11.44,17.4,05
201108,3,20,8,2011,8,AZ_West,201108,0.92,12.96,17.12,06
201108,3,20,8,2011,8,AZ_West,201108,3.32,17.08,10.6,07
201108,3,20,8,2011,8,AZ_West,201108,6.6,15.08,8.32,08
201109,14,11,5,2011,9,AZ_West,201109,10.24,14.72,5.04,04
201109,14,11,5,2011,9,AZ_West,201109,10.28,13.4,6.32,05
201109,14,11,5,2011,9,AZ_West,201109,10.24,14.12,5.64,06
201109,14,11,5,2011,9,AZ_West,201109,12.36,13.96,4.68,07
201109,14,11,5,2011,9,AZ_West,201109,14.88,11.44,4.68,08
201110,24,6,1,2011,10,AZ_West,201110,24.44,6,0.56,04
201110,24,6,1,2011,10,AZ_West,201110,24.96,5.64,0.4,05
201110,24,6,1,2011,10,AZ_West,201110,24.6,6.12,0.28,06
201110,24,6,1,2011,10,AZ_West,201110,25.28,4.64,0.08,07
201110,24,6,1,2011,10,AZ_West,201110,24.84,5.76,0.4,08
201206,30,0,0,2012,6,AZ_West,201206,25.32,4.44,0.24,04
201206,30,0,0,2012,6,AZ_West,201206,24.96,4.32,0.72,05
201206,30,0,0,2012,6,AZ_West,201206,27,2.76,0.24,06
201207,2,17,12,2012,7,AZ_West,201207,6.6,16.56,7.84,04
201207,2,17,12,2012,7,AZ_West,201207,6.28,15.24,9.48,05
201207,2,17,12,2012,7,AZ_West,201207,6.8,15.64,8.56,06
201207,2,17,12,2012,7,AZ_West,201207,6.36,14.56,9.08,07
201208,0,11,20,2012,8,AZ_West,201208,2.04,14.24,14.72,04
201208,0,11,20,2012,8,AZ_West,201208,2.68,14.4,13.92,05
201208,0,11,20,2012,8,AZ_West,201208,2.96,13.16,14.88,06
201208,0,11,20,2012,8,AZ_West,201208,4.96,16.92,9.12,07
201208,0,11,20,2012,8,AZ_West,201208,1.6,16.28,12.12,08
201209,10,14,6,2012,9,AZ_West,201209,8.2,14.76,7.04,04
201209,10,14,6,2012,9,AZ_West,201209,10.72,12.04,7.24,05
201209,10,14,6,2012,9,AZ_West,201209,10.8,13.04,6.16,06
201209,10,14,6,2012,9,AZ_West,201209,14.12,12.04,4.84,07
201209,10,14,6,2012,9,AZ_West,201209,11.6,12.28,7.12,08
201210,23,8,0,2012,10,AZ_West,201210,21.44,8.52,1.04,04
201210,23,8,0,2012,10,AZ_West,201210,23.6,6.92,0.48,05
201210,23,8,0,2012,10,AZ_West,201210,23.32,7.16,0.52,06
201210,23,8,0,2012,10,AZ_West,201210,24.36,5.16,0.48,07
201210,23,8,0,2012,10,AZ_West,201210,23.8,6.64,0.56,08
201306,24,6,0,2013,6,AZ_West,201306,25.44,4.16,0.4,04
201306,24,6,0,2013,6,AZ_West,201306,25.24,4.12,0.64,05
201306,24,6,0,2013,6,AZ_West,201306,26.68,3,0.32,06
201307,0,12,19,2013,7,AZ_West,201307,7.2,14.84,8.96,04
201307,0,12,19,2013,7,AZ_West,201307,9.68,13.8,7.52,05
201307,0,12,19,2013,7,AZ_West,201307,6.64,16.64,7.72,06
201307,0,12,19,2013,7,AZ_West,201307,2.32,17.68,10,07
201308,4,13,14,2013,8,AZ_West,201308,1.96,12.44,16.6,04
201308,4,13,14,2013,8,AZ_West,201308,2.16,13.28,15.56,05
201308,4,13,14,2013,8,AZ_West,201308,2.08,13.92,15,06
201308,4,13,14,2013,8,AZ_West,201308,3.76,13.44,13.8,07
201308,4,13,14,2013,8,AZ_West,201308,9.32,19.48,1.2,08
201309,10,4,16,2013,9,AZ_West,201309,8.28,13.76,7.96,04
201309,10,4,16,2013,9,AZ_West,201309,7,15.76,7.24,05
201309,10,4,16,2013,9,AZ_West,201309,8.16,15.24,6.6,06
201309,10,4,16,2013,9,AZ_West,201309,10.24,15.08,5.68,07
201309,10,4,16,2013,9,AZ_West,201309,11.52,13.24,6.24,08
201310,31,0,0,2013,10,AZ_West,201310,20.68,9.16,1.16,04
201310,31,0,0,2013,10,AZ_West,201310,23.6,6.64,0.76,05
201310,31,0,0,2013,10,AZ_West,201310,21.96,8.44,0.6,06
201310,31,0,0,2013,10,AZ_West,201310,22.72,6.8,0.48,07
201310,31,0,0,2013,10,AZ_West,201310,19.8,9.64,1.56,08
201406,27,3,0,2014,6,AZ_West,201406,23.04,6,0.96,04
201406,27,3,0,2014,6,AZ_West,201406,22.08,6.76,1.16,05
201406,27,3,0,2014,6,AZ_West,201406,26,3.76,0.24,06
201407,2,12,17,2014,7,AZ_West,201407,5.56,15.44,10,04
201407,2,12,17,2014,7,AZ_West,201407,6.24,15.92,8.84,05
201407,2,12,17,2014,7,AZ_West,201407,6.72,14.12,10.16,06
201407,2,12,17,2014,7,AZ_West,201407,4.44,14.32,11.24,07
201408,0,13,18,2014,8,AZ_West,201408,2.52,13.72,14.76,04
201408,0,13,18,2014,8,AZ_West,201408,2.92,15.2,12.88,05
201408,0,13,18,2014,8,AZ_West,201408,1.6,13.12,16.28,06
201408,0,13,18,2014,8,AZ_West,201408,2.04,15.04,13.92,07
201408,0,13,18,2014,8,AZ_West,201408,0.72,14.24,15.04,08
201409,4,14,12,2014,9,AZ_West,201409,6.76,13.56,9.68,04
201409,4,14,12,2014,9,AZ_West,201409,7.04,15.64,7.32,05
201409,4,14,12,2014,9,AZ_West,201409,5.72,16.36,7.92,06
201409,4,14,12,2014,9,AZ_West,201409,6.48,15.6,8.92,07
201409,4,14,12,2014,9,AZ_West,201409,7.56,15,8.44,08
201410,21,10,0,2014,10,AZ_West,201410,16.68,12.04,2.28,04
201410,21,10,0,2014,10,AZ_West,201410,19.96,10.36,0.68,05
201410,21,10,0,2014,10,AZ_West,201410,18.56,10.8,1.64,06
201410,21,10,0,2014,10,AZ_West,201410,18.56,10.16,1.28,07
201410,21,10,0,2014,10,AZ_West,201410,17.6,10.88,2.52,08
201506,14,12,4,2015,6,AZ_West,201506,24.92,4.76,0.32,04
201506,14,12,4,2015,6,AZ_West,201506,23.12,6.2,0.68,05
201506,14,12,4,2015,6,AZ_West,201506,19.16,9.88,0.96,06
201507,3,12,16,2015,7,AZ_West,201507,7.2,14.08,9.72,04
201507,3,12,16,2015,7,AZ_West,201507,8.52,13.84,8.64,05
201507,3,12,16,2015,7,AZ_West,201507,4.24,17.2,9.56,06
201507,3,12,16,2015,7,AZ_West,201507,1.52,16.28,12.2,07
201508,0,21,10,2015,8,AZ_West,201508,1.48,14.2,15.32,04
201508,0,21,10,2015,8,AZ_West,201508,3.12,14.28,13.6,05
201508,0,21,10,2015,8,AZ_West,201508,1.76,12.44,16.8,06
201508,0,21,10,2015,8,AZ_West,201508,1.56,11.72,17.72,07
201508,0,21,10,2015,8,AZ_West,201508,5.88,17.96,6.16,08
201509,0,27,3,2015,9,AZ_West,201509,4.08,16.36,9.56,04
201509,0,27,3,2015,9,AZ_West,201509,7.64,14.2,8.16,05
201509,0,27,3,2015,9,AZ_West,201509,5.48,14.84,9.68,06
201509,0,27,3,2015,9,AZ_West,201509,5.12,15.6,10.28,07
201509,0,27,3,2015,9,AZ_West,201509,3.76,15.24,12,08
201510,5,21,5,2015,10,AZ_West,201510,17.12,12.6,1.28,04
201510,5,21,5,2015,10,AZ_West,201510,17.76,11.08,2.16,05
201510,5,21,5,2015,10,AZ_West,201510,16,11.36,3.64,06
201510,5,21,5,2015,10,AZ_West,201510,16.6,10.88,2.52,07
201510,5,21,5,2015,10,AZ_West,201510,15.16,12.96,2.88,08
201606,20,9,1,2016,6,AZ_West,201606,22.36,7,0.64,04
201606,20,9,1,2016,6,AZ_West,201606,20.96,7.92,1.12,05
201606,20,9,1,2016,6,AZ_West,201606,24.04,5.68,0.28,06
201607,10,17,4,2016,7,AZ_West,201607,7.92,13.36,9.72,04
201607,10,17,4,2016,7,AZ_West,201607,3.8,14.4,12.8,05
201607,10,17,4,2016,7,AZ_West,201607,4.92,16.6,9.48,06
201607,10,17,4,2016,7,AZ_West,201607,12.2,12.32,5.48,07
201608,1,24,6,2016,8,AZ_West,201608,1.12,11.76,18.12,04
201608,1,24,6,2016,8,AZ_West,201608,1.48,11.64,17.88,05
201608,1,24,6,2016,8,AZ_West,201608,2,13.4,15.6,06
201608,1,24,6,2016,8,AZ_West,201608,2.44,14.36,14.2,07
201608,1,24,6,2016,8,AZ_West,201608,2.24,15.72,12.04,08
201609,11,15,4,2016,9,AZ_West,201609,5.4,16.08,8.52,04
201609,11,15,4,2016,9,AZ_West,201609,7.36,14.72,7.92,05
201609,11,15,4,2016,9,AZ_West,201609,5.88,15.96,8.16,06
201609,11,15,4,2016,9,AZ_West,201609,9.64,14.44,6.92,07
201609,11,15,4,2016,9,AZ_West,201609,7.84,15.96,7.2,08
201610,17,11,3,2016,10,AZ_West,201610,19.68,8.6,2.72,04
201610,17,11,3,2016,10,AZ_West,201610,19.64,9.56,1.8,05
201610,17,11,3,2016,10,AZ_West,201610,22.92,7.68,0.4,06
201610,17,11,3,2016,10,AZ_West,201610,21.32,8.44,0.24,07
201610,17,11,3,2016,10,AZ_West,201610,22.04,8.48,0.48,08
201706,25,5,0,2017,6,AZ_West,201706,23.96,5.48,0.56,04
201706,25,5,0,2017,6,AZ_West,201706,23.08,5.96,0.96,05
201706,25,5,0,2017,6,AZ_West,201706,21.2,8.44,0.36,06
201707,5,4,22,2017,7,AZ_West,201707,8,13.72,9.28,04
201707,5,4,22,2017,7,AZ_West,201707,6.64,15.28,9.08,05
201707,5,4,22,2017,7,AZ_West,201707,8.04,14.84,8.12,06
201707,5,4,22,2017,7,AZ_West,201707,6.88,14.24,8.88,07
201708,0,21,10,2017,8,AZ_West,201708,2.12,13.96,14.92,04
201708,0,21,10,2017,8,AZ_West,201708,1,13.4,16.6,05
201708,0,21,10,2017,8,AZ_West,201708,2.96,15.64,12.4,06
201708,0,21,10,2017,8,AZ_West,201708,2.84,13.88,14.28,07
201708,0,21,10,2017,8,AZ_West,201708,2.52,16.04,11.44,08
201709,8,17,5,2017,9,AZ_West,201709,7.4,16.44,6.16,04
201709,8,17,5,2017,9,AZ_West,201709,8.48,14.52,7,05
201709,8,17,5,2017,9,AZ_West,201709,7.52,15.08,7.4,06
201709,8,17,5,2017,9,AZ_West,201709,12.32,15.12,3.56,07
201709,8,17,5,2017,9,AZ_West,201709,8.96,15.56,6.48,08
201710,30,1,0,2017,10,AZ_West,201710,18.8,9.2,3,04
201710,30,1,0,2017,10,AZ_West,201710,22.28,7.28,1.44,05
201710,30,1,0,2017,10,AZ_West,201710,20.76,9.28,0.96,06
201710,30,1,0,2017,10,AZ_West,201710,20.68,8.32,1,07
201710,30,1,0,2017,10,AZ_West,201710,19.56,9.56,1.88,08
201806,26,4,0,2018,6,AZ_West,201806,22.33,6.59,1.08,04
201806,26,4,0,2018,6,AZ_West,201806,20.53,8.24,1.24,05
201806,26,4,0,2018,6,AZ_West,201806,22.37,6.53,1.1,06
201807,5,7,19,2018,7,AZ_West,201807,4.61,16.75,9.65,04
201807,5,7,19,2018,7,AZ_West,201807,4,15.55,11.45,05
201807,5,7,19,2018,7,AZ_West,201807,3.35,15.76,11.88,06
201807,5,7,19,2018,7,AZ_West,201807,6.75,12.04,11.22,07
201808,4,12,15,2018,8,AZ_West,201808,1.55,12.75,16.71,04
201808,4,12,15,2018,8,AZ_West,201808,1.61,12.76,16.63,05
201808,4,12,15,2018,8,AZ_West,201808,1,11.94,18.06,06
201808,4,12,15,2018,8,AZ_West,201808,1.94,15.35,13.71,07
201808,4,12,15,2018,8,AZ_West,201808,2.96,15.16,11.88,08
201809,14,16,0,2018,9,AZ_West,201809,6.76,15.98,7.25,04
201809,14,16,0,2018,9,AZ_West,201809,7.69,15.69,6.63,05
201809,14,16,0,2018,9,AZ_West,201809,4.73,15.61,9.67,06
201809,14,16,0,2018,9,AZ_West,201809,7.8,16.06,7.14,07
201809,14,16,0,2018,9,AZ_West,201809,7.51,14.82,8.67,08
201810,13,14,4,2018,10,AZ_West,201810,18.39,10.63,1.98,04
201810,13,14,4,2018,10,AZ_West,201810,17.22,11.59,2.2,05
201810,13,14,4,2018,10,AZ_West,201810,18.8,10.75,1.45,06
201810,13,14,4,2018,10,AZ_West,201810,19.98,9,1.02,07
201810,13,14,4,2018,10,AZ_West,201810,16.43,12.63,1.94,08
201906,16,14,0,2019,6,AZ_West,201906,22.63,6.9,0.47,04
201906,16,14,0,2019,6,AZ_West,201906,20.92,8.39,0.69,05
201906,16,14,0,2019,6,AZ_West,201906,18.8,10.82,0.37,06
201907,9,15,7,2019,7,AZ_West,201907,6.73,14.8,9.47,04
201907,9,15,7,2019,7,AZ_West,201907,6.47,14.84,9.69,05
201907,9,15,7,2019,7,AZ_West,201907,7.71,14.41,8.88,06
201907,9,15,7,2019,7,AZ_West,201907,12.51,12.18,5.31,07
201908,9,17,5,2019,8,AZ_West,201908,2.37,12.43,16.2,04
201908,9,17,5,2019,8,AZ_West,201908,1.75,15.16,14.1,05
201908,9,17,5,2019,8,AZ_West,201908,2.2,15.59,13.22,06
201908,9,17,5,2019,8,AZ_West,201908,3.18,15.14,12.69,07
201908,9,17,5,2019,8,AZ_West,201908,2.76,18.65,8.59,08
201909,6,16,8,2019,9,AZ_West,201909,6.41,16.14,7.45,04
201909,6,16,8,2019,9,AZ_West,201909,6.82,15.41,7.76,05
201909,6,16,8,2019,9,AZ_West,201909,6.94,16.59,6.47,06
201909,6,16,8,2019,9,AZ_West,201909,9.02,15.94,6.04,07
201909,6,16,8,2019,9,AZ_West,201909,6.88,16.43,7.69,08
201910,31,0,0,2019,10,AZ_West,201910,17.84,11.29,1.86,04
201910,31,0,0,2019,10,AZ_West,201910,19.2,10,1.8,05
201910,31,0,0,2019,10,AZ_West,201910,19.61,10.24,1.16,06
201910,31,0,0,2019,10,AZ_West,201910,20.14,8.92,0.94,07
201910,31,0,0,2019,10,AZ_West,201910,17.27,11.96,1.76,08
202006,24,6,0,2020,6,AZ_West,202006,23.57,5.94,0.49,04
202006,24,6,0,2020,6,AZ_West,202006,23.94,5.71,0.35,05
202006,24,6,0,2020,6,AZ_West,202006,24.18,5.37,0.45,06
202007,9,22,0,2020,7,AZ_West,202007,7.33,13.37,10.29,04
202007,9,22,0,2020,7,AZ_West,202007,6.49,15,9.51,05
202007,9,22,0,2020,7,AZ_West,202007,6.33,15.49,9.18,06
202007,9,22,0,2020,7,AZ_West,202007,13.29,10.22,6.49,07
202008,8,19,4,2020,8,AZ_West,202008,1.59,13.65,15.76,04
202008,8,19,4,2020,8,AZ_West,202008,1.73,13.92,15.35,05
202008,8,19,4,2020,8,AZ_West,202008,1.31,12.98,16.71,06
202008,8,19,4,2020,8,AZ_West,202008,2.2,13.82,14.98,07
202008,8,19,4,2020,8,AZ_West,202008,11.25,13.59,5.16,08
202009,22,8,0,2020,9,AZ_West,202009,6.88,15.61,7.51,04
202009,22,8,0,2020,9,AZ_West,202009,8.18,15.12,6.71,05
202009,22,8,0,2020,9,AZ_West,202009,6.06,15.55,8.39,06
202009,22,8,0,2020,9,AZ_West,202009,9.45,14.96,6.59,07
202009,22,8,0,2020,9,AZ_West,202009,10.9,13.35,6.75,08
202010,31,0,0,2020,10,AZ_West,202010,20.1,9.47,1.43,04
202010,31,0,0,2020,10,AZ_West,202010,20.96,8.98,1.06,05
202010,31,0,0,2020,10,AZ_West,202010,20.45,8.9,1.65,06
202010,31,0,0,2020,10,AZ_West,202010,22.47,6.86,0.67,07
202010,31,0,0,2020,10,AZ_West,202010,20.14,9.57,1.29,08
202106,21,8,1,2021,6,AZ_West,202106,23.16,6.06,0.78,04
202106,21,8,1,2021,6,AZ_West,202106,22.24,6.98,0.78,05
202106,21,8,1,2021,6,AZ_West,202106,26.1,3.69,0.22,06
202107,0,10,21,2021,7,AZ_West,202107,6.24,14.57,10.2,04
202107,0,10,21,2021,7,AZ_West,202107,6.08,16.1,8.82,05
202107,0,10,21,2021,7,AZ_West,202107,5.45,14.63,10.92,06
202107,0,10,21,2021,7,AZ_West,202107,4.27,17.78,7.94,07
202108,0,18,13,2021,8,AZ_West,202108,1.43,11.53,18.04,04
202108,0,18,13,2021,8,AZ_West,202108,1.96,13.51,15.53,05
202108,0,18,13,2021,8,AZ_West,202108,2.67,14.82,13.51,06
202108,0,18,13,2021,8,AZ_West,202108,3.57,16.71,10.73,07
202108,0,18,13,2021,8,AZ_West,202108,1.96,17.02,11.02,08
202109,7,20,3,2021,9,AZ_West,202109,8.92,14.25,6.82,04
202109,7,20,3,2021,9,AZ_West,202109,8.12,14.75,7.14,05
202109,7,20,3,2021,9,AZ_West,202109,9.84,13.98,6.18,06
202109,7,20,3,2021,9,AZ_West,202109,11.82,12.98,6.2,07
202109,7,20,3,2021,9,AZ_West,202109,11.29,13.55,6.16,08
202110,23,7,1,2021,10,AZ_West,202110,22.22,8,0.78,04
202110,23,7,1,2021,10,AZ_West,202110,22.18,8.16,0.67,05
202110,23,7,1,2021,10,AZ_West,202110,22.24,7.9,0.86,06
202110,23,7,1,2021,10,AZ_West,202110,24.18,5.47,0.35,07
202110,23,7,1,2021,10,AZ_West,202110,21.12,9.18,0.71,08
202206,14,16,0,2022,6,AZ_West,202206,22.88,6.43,0.69,04
202206,14,16,0,2022,6,AZ_West,202206,24.02,5.31,0.67,05
202206,14,16,0,2022,6,AZ_West,202206,21.9,7.57,0.53,06
202207,2,14,15,2022,7,AZ_West,202207,3.75,15.57,11.69,04
202207,2,14,15,2022,7,AZ_West,202207,4.25,15.76,10.98,05
202207,2,14,15,2022,7,AZ_West,202207,5.14,16.1,9.76,06
202207,2,14,15,2022,7,AZ_West,202207,7.86,17.41,4.73,07
202208,0,2,29,2022,8,AZ_West,202208,1.31,12.94,16.75,04
202208,0,2,29,2022,8,AZ_West,202208,1.55,12.18,17.27,05
202208,0,2,29,2022,8,AZ_West,202208,2.18,13.2,15.63,06
202208,0,2,29,2022,8,AZ_West,202208,2.88,14.39,13.73,07
202208,0,2,29,2022,8,AZ_West,202208,0.43,7.88,21.69,08
202209,0,20,10,2022,9,AZ_West,202209,7.49,13.71,8.8,04
202209,0,20,10,2022,9,AZ_West,202209,7.02,15.59,7.39,05
202209,0,20,10,2022,9,AZ_West,202209,7.9,14.57,7.53,06
202209,0,20,10,2022,9,AZ_West,202209,9.31,14.2,7.49,07
202209,0,20,10,2022,9,AZ_West,202209,7.33,15.22,8.45,08
202210,16,14,1,2022,10,AZ_West,202210,20.49,9.33,1.18,04
202210,16,14,1,2022,10,AZ_West,202210,23.92,6.45,0.63,05
202210,16,14,1,2022,10,AZ_West,202210,22.04,8.1,0.86,06
202210,16,14,1,2022,10,AZ_West,202210,24.22,5.14,0.65,07
202210,16,14,1,2022,10,AZ_West,202210,22.22,8.14,0.65,08
202306,18,12,0,2023,6,AZ_West,202306,22.86,6.61,0.53,04
202306,18,12,0,2023,6,AZ_West,202306,24.88,4.88,0.24,05
202306,18,12,0,2023,6,AZ_West,202306,18.29,11.37,0.33,06
202307,9,18,4,2023,7,AZ_West,202307,8.86,14.02,8.12,04
202307,9,18,4,2023,7,AZ_West,202307,12.02,13.39,5.59,05
202307,9,18,4,2023,7,AZ_West,202307,10.27,14.75,5.98,06
202307,9,18,4,2023,7,AZ_West,202307,16.49,9.59,3.92,07
202308,0,13,18,2023,8,AZ_West,202308,2.71,14.59,13.71,04
202308,0,13,18,2023,8,AZ_West,202308,4.29,15.25,11.45,05
202308,0,13,18,2023,8,AZ_West,202308,2.45,14.92,13.63,06
202308,0,13,18,2023,8,AZ_West,202308,5.33,15.22,10.45,07
202308,0,13,18,2023,8,AZ_West,202308,5.63,16.82,7.55,08
202309,10,13,7,2023,9,AZ_West,202309,7.76,15.43,6.8,04
202309,10,13,7,2023,9,AZ_West,202309,10.31,13.45,6.24,05
202309,10,13,7,2023,9,AZ_West,202309,9.47,15.61,4.92,06
202309,10,13,7,2023,9,AZ_West,202309,13.88,12.65,4.47,07
202309,10,13,7,2023,9,AZ_West,202309,11.47,14.25,5.27,08
202310,20,11,0,2023,10,AZ_West,202310,19.37,10.25,1.37,04
202310,20,11,0,2023,10,AZ_West,202310,21.47,8.59,0.94,05
202310,20,11,0,2023,10,AZ_West,202310,22.75,7.47,0.78,06
202310,20,11,0,2023,10,AZ_West,202310,24.31,5.25,0.43,07
202310,20,11,0,2023,10,AZ_West,202310,21.37,8.67,0.96,08
