YYYYMM,dry.obs,normal.obs,monsoon.obs,Year,Month,region,lead_date,dry.for,normal.for,monsoon.for,lead_month,Date,Glen_Hoover,Parker_Imperial,Imperial_Mex,Total_Below_Parker
200206,30,0,0,2002,6,AZ_East,200206,25.08,4.2,0.72,04,2002-06-30T00:00:00Z,-3826.05,-37820.26,-8517.62,-46337.880000000005
200206,30,0,0,2002,6,AZ_East,200206,25.16,4.48,0.36,05,2002-06-30T00:00:00Z,-3826.05,-37820.26,-8517.62,-46337.880000000005
200206,30,0,0,2002,6,AZ_East,200206,24.96,4.6,0.44,06,2002-06-30T00:00:00Z,-3826.05,-37820.26,-8517.62,-46337.880000000005
200207,4,18,9,2002,7,AZ_East,200207,6.2,15.56,9.24,04,2002-07-31T00:00:00Z,20991.93,-30984.17,-2943.12,-33927.29
200207,4,18,9,2002,7,AZ_East,200207,4.6,16.36,10.04,05,2002-07-31T00:00:00Z,20991.93,-30984.17,-2943.12,-33927.29
200207,4,18,9,2002,7,AZ_East,200207,6.28,15.56,9.16,06,2002-07-31T00:00:00Z,20991.93,-30984.17,-2943.12,-33927.29
200207,4,18,9,2002,7,AZ_East,200207,8.52,14.88,6.6,07,2002-07-31T00:00:00Z,20991.93,-30984.17,-2943.12,-33927.29
200208,9,21,1,2002,8,AZ_East,200208,1.48,14.28,15.24,04,2002-08-31T00:00:00Z,29271.36,-12666.41,-784.69,-13451.1
200208,9,21,1,2002,8,AZ_East,200208,1.84,14.76,14.4,05,2002-08-31T00:00:00Z,29271.36,-12666.41,-784.69,-13451.1
200208,9,21,1,2002,8,AZ_East,200208,0.56,14.32,16.12,06,2002-08-31T00:00:00Z,29271.36,-12666.41,-784.69,-13451.1
200208,9,21,1,2002,8,AZ_East,200208,2.04,16.72,12.24,07,2002-08-31T00:00:00Z,29271.36,-12666.41,-784.69,-13451.1
200208,9,21,1,2002,8,AZ_East,200208,0.88,16.24,12.88,08,2002-08-31T00:00:00Z,29271.36,-12666.41,-784.69,-13451.1
200209,13,11,6,2002,9,AZ_East,200209,8.24,15.8,5.96,04,2002-09-30T00:00:00Z,167841.39,-8844.72,-15519.24,-24363.96
200209,13,11,6,2002,9,AZ_East,200209,9.6,13.8,6.6,05,2002-09-30T00:00:00Z,167841.39,-8844.72,-15519.24,-24363.96
200209,13,11,6,2002,9,AZ_East,200209,7.24,16.16,6.6,06,2002-09-30T00:00:00Z,167841.39,-8844.72,-15519.24,-24363.96
200209,13,11,6,2002,9,AZ_East,200209,12.28,15.28,3.44,07,2002-09-30T00:00:00Z,167841.39,-8844.72,-15519.24,-24363.96
200209,13,11,6,2002,9,AZ_East,200209,9.72,15.76,5.52,08,2002-09-30T00:00:00Z,167841.39,-8844.72,-15519.24,-24363.96
200210,31,0,0,2002,10,AZ_East,200210,24.92,5.52,0.56,04,2002-10-31T00:00:00Z,65512.16,3125.1,-9029.64,-5904.539999999999
200210,31,0,0,2002,10,AZ_East,200210,24.16,6.48,0.36,05,2002-10-31T00:00:00Z,65512.16,3125.1,-9029.64,-5904.539999999999
200210,31,0,0,2002,10,AZ_East,200210,24.24,6.16,0.6,06,2002-10-31T00:00:00Z,65512.16,3125.1,-9029.64,-5904.539999999999
200210,31,0,0,2002,10,AZ_East,200210,24.68,5.08,0.24,07,2002-10-31T00:00:00Z,65512.16,3125.1,-9029.64,-5904.539999999999
200210,31,0,0,2002,10,AZ_East,200210,22.6,7.72,0.68,08,2002-10-31T00:00:00Z,65512.16,3125.1,-9029.64,-5904.539999999999
200306,29,1,0,2003,6,AZ_East,200306,24.64,4.68,0.68,04,2003-06-30T00:00:00Z,-7888.35,-37123.8,-26906.05,-64029.850000000006
200306,29,1,0,2003,6,AZ_East,200306,25.6,3.92,0.48,05,2003-06-30T00:00:00Z,-7888.35,-37123.8,-26906.05,-64029.850000000006
200306,29,1,0,2003,6,AZ_East,200306,26.8,2.84,0.36,06,2003-06-30T00:00:00Z,-7888.35,-37123.8,-26906.05,-64029.850000000006
200307,15,5,11,2003,7,AZ_East,200307,5.96,14.36,10.68,04,2003-07-31T00:00:00Z,23243.69,-12644.35,-31489.59,-44133.94
200307,15,5,11,2003,7,AZ_East,200307,4.04,16.64,10.32,05,2003-07-31T00:00:00Z,23243.69,-12644.35,-31489.59,-44133.94
200307,15,5,11,2003,7,AZ_East,200307,7,15.96,8.04,06,2003-07-31T00:00:00Z,23243.69,-12644.35,-31489.59,-44133.94
200307,15,5,11,2003,7,AZ_East,200307,10.2,12.64,7.16,07,2003-07-31T00:00:00Z,23243.69,-12644.35,-31489.59,-44133.94
200308,0,11,20,2003,8,AZ_East,200308,0.48,14.28,16.24,04,2003-08-31T00:00:00Z,104449.95,-13960.21,-7604.21,-21564.42
200308,0,11,20,2003,8,AZ_East,200308,1.16,12.52,17.32,05,2003-08-31T00:00:00Z,104449.95,-13960.21,-7604.21,-21564.42
200308,0,11,20,2003,8,AZ_East,200308,1.6,14.04,15.36,06,2003-08-31T00:00:00Z,104449.95,-13960.21,-7604.21,-21564.42
200308,0,11,20,2003,8,AZ_East,200308,1.84,15.32,13.84,07,2003-08-31T00:00:00Z,104449.95,-13960.21,-7604.21,-21564.42
200308,0,11,20,2003,8,AZ_East,200308,4.84,14,11.16,08,2003-08-31T00:00:00Z,104449.95,-13960.21,-7604.21,-21564.42
200309,17,8,5,2003,9,AZ_East,200309,8.6,15.52,5.88,04,2003-09-30T00:00:00Z,78355.61,-17966.4,-21178.49,-39144.89
200309,17,8,5,2003,9,AZ_East,200309,9.44,13.04,7.52,05,2003-09-30T00:00:00Z,78355.61,-17966.4,-21178.49,-39144.89
200309,17,8,5,2003,9,AZ_East,200309,9.36,15.72,4.92,06,2003-09-30T00:00:00Z,78355.61,-17966.4,-21178.49,-39144.89
200309,17,8,5,2003,9,AZ_East,200309,14.88,12.32,3.8,07,2003-09-30T00:00:00Z,78355.61,-17966.4,-21178.49,-39144.89
200309,17,8,5,2003,9,AZ_East,200309,11.96,12.8,6.24,08,2003-09-30T00:00:00Z,78355.61,-17966.4,-21178.49,-39144.89
200310,20,11,0,2003,10,AZ_East,200310,25.2,5,0.8,04,2003-10-31T00:00:00Z,39849.86,165.54,-19219.1,-19053.559999999998
200310,20,11,0,2003,10,AZ_East,200310,25.24,5.4,0.36,05,2003-10-31T00:00:00Z,39849.86,165.54,-19219.1,-19053.559999999998
200310,20,11,0,2003,10,AZ_East,200310,26.64,3.96,0.4,06,2003-10-31T00:00:00Z,39849.86,165.54,-19219.1,-19053.559999999998
200310,20,11,0,2003,10,AZ_East,200310,27.08,2.72,0.2,07,2003-10-31T00:00:00Z,39849.86,165.54,-19219.1,-19053.559999999998
200310,20,11,0,2003,10,AZ_East,200310,25.84,4.56,0.6,08,2003-10-31T00:00:00Z,39849.86,165.54,-19219.1,-19053.559999999998
200406,29,1,0,2004,6,AZ_East,200406,23.4,5.88,0.72,04,2004-06-30T00:00:00Z,-4331.88,-46805.72,-30080.91,-76886.63
200406,29,1,0,2004,6,AZ_East,200406,24.32,5.16,0.52,05,2004-06-30T00:00:00Z,-4331.88,-46805.72,-30080.91,-76886.63
200406,29,1,0,2004,6,AZ_East,200406,26.04,3.92,0.04,06,2004-06-30T00:00:00Z,-4331.88,-46805.72,-30080.91,-76886.63
200407,11,11,9,2004,7,AZ_East,200407,3,15.04,12.96,04,2004-07-31T00:00:00Z,21024.45,-15251.72,-20471.44,-35723.159999999996
200407,11,11,9,2004,7,AZ_East,200407,3.48,17.48,10.04,05,2004-07-31T00:00:00Z,21024.45,-15251.72,-20471.44,-35723.159999999996
200407,11,11,9,2004,7,AZ_East,200407,4.92,14.92,11.16,06,2004-07-31T00:00:00Z,21024.45,-15251.72,-20471.44,-35723.159999999996
200407,11,11,9,2004,7,AZ_East,200407,16.84,10.04,3.12,07,2004-07-31T00:00:00Z,21024.45,-15251.72,-20471.44,-35723.159999999996
200408,8,15,8,2004,8,AZ_East,200408,0.88,13.88,16.24,04,2004-08-31T00:00:00Z,66929.12,-39998.4,-5412.07,-45410.47
200408,8,15,8,2004,8,AZ_East,200408,1.28,14.96,14.76,05,2004-08-31T00:00:00Z,66929.12,-39998.4,-5412.07,-45410.47
200408,8,15,8,2004,8,AZ_East,200408,1.48,12.64,16.88,06,2004-08-31T00:00:00Z,66929.12,-39998.4,-5412.07,-45410.47
200408,8,15,8,2004,8,AZ_East,200408,4.6,16.8,9.6,07,2004-08-31T00:00:00Z,66929.12,-39998.4,-5412.07,-45410.47
200408,8,15,8,2004,8,AZ_East,200408,4.28,20.32,5.4,08,2004-08-31T00:00:00Z,66929.12,-39998.4,-5412.07,-45410.47
200409,16,13,1,2004,9,AZ_East,200409,8.52,15.52,5.96,04,2004-09-30T00:00:00Z,92034.97,-5135.82,-6073.92,-11209.74
200409,16,13,1,2004,9,AZ_East,200409,8.4,15.52,6.08,05,2004-09-30T00:00:00Z,92034.97,-5135.82,-6073.92,-11209.74
200409,16,13,1,2004,9,AZ_East,200409,9.52,15.88,4.6,06,2004-09-30T00:00:00Z,92034.97,-5135.82,-6073.92,-11209.74
200409,16,13,1,2004,9,AZ_East,200409,13.76,13.28,3.96,07,2004-09-30T00:00:00Z,92034.97,-5135.82,-6073.92,-11209.74
200409,16,13,1,2004,9,AZ_East,200409,13.84,13.16,4,08,2004-09-30T00:00:00Z,92034.97,-5135.82,-6073.92,-11209.74
200410,27,4,0,2004,10,AZ_East,200410,26.08,4.68,0.24,04,2004-10-31T00:00:00Z,124648.47,26085.08,-22152.26,3932.8200000000033
200410,27,4,0,2004,10,AZ_East,200410,22.48,7.48,1.04,05,2004-10-31T00:00:00Z,124648.47,26085.08,-22152.26,3932.8200000000033
200410,27,4,0,2004,10,AZ_East,200410,23.96,6.4,0.64,06,2004-10-31T00:00:00Z,124648.47,26085.08,-22152.26,3932.8200000000033
200410,27,4,0,2004,10,AZ_East,200410,27.4,2.52,0.08,07,2004-10-31T00:00:00Z,124648.47,26085.08,-22152.26,3932.8200000000033
200410,27,4,0,2004,10,AZ_East,200410,25.88,4.64,0.48,08,2004-10-31T00:00:00Z,124648.47,26085.08,-22152.26,3932.8200000000033
200506,27,3,0,2005,6,AZ_East,200506,26.56,3.36,0.08,04,2005-06-30T00:00:00Z,56871.09,-42271.41,1856.2,-40415.21000000001
200506,27,3,0,2005,6,AZ_East,200506,25.84,3.88,0.28,05,2005-06-30T00:00:00Z,56871.09,-42271.41,1856.2,-40415.21000000001
200506,27,3,0,2005,6,AZ_East,200506,28.44,1.56,0,06,2005-06-30T00:00:00Z,56871.09,-42271.41,1856.2,-40415.21000000001
200507,14,10,7,2005,7,AZ_East,200507,5.64,17.04,8.32,04,2005-07-31T00:00:00Z,63915.11,-52766.13,-11896.39,-64662.52
200507,14,10,7,2005,7,AZ_East,200507,4.76,15.8,10.44,05,2005-07-31T00:00:00Z,63915.11,-52766.13,-11896.39,-64662.52
200507,14,10,7,2005,7,AZ_East,200507,8.24,15.48,7.28,06,2005-07-31T00:00:00Z,63915.11,-52766.13,-11896.39,-64662.52
200507,14,10,7,2005,7,AZ_East,200507,13.32,10.52,6.16,07,2005-07-31T00:00:00Z,63915.11,-52766.13,-11896.39,-64662.52
200508,3,12,16,2005,8,AZ_East,200508,1.44,13.76,15.8,04,2005-08-31T00:00:00Z,96434.23,7285.06,-13859.79,-6574.7300000000005
200508,3,12,16,2005,8,AZ_East,200508,0.24,12.24,18.52,05,2005-08-31T00:00:00Z,96434.23,7285.06,-13859.79,-6574.7300000000005
200508,3,12,16,2005,8,AZ_East,200508,1.24,12.08,17.68,06,2005-08-31T00:00:00Z,96434.23,7285.06,-13859.79,-6574.7300000000005
200508,3,12,16,2005,8,AZ_East,200508,1.56,16.56,12.88,07,2005-08-31T00:00:00Z,96434.23,7285.06,-13859.79,-6574.7300000000005
200508,3,12,16,2005,8,AZ_East,200508,0,6.32,23.68,08,2005-08-31T00:00:00Z,96434.23,7285.06,-13859.79,-6574.7300000000005
200509,13,17,0,2005,9,AZ_East,200509,7.6,15.8,6.6,04,2005-09-30T00:00:00Z,85665.85,-10973.91,-3695.93,-14669.84
200509,13,17,0,2005,9,AZ_East,200509,6.92,16.08,7,05,2005-09-30T00:00:00Z,85665.85,-10973.91,-3695.93,-14669.84
200509,13,17,0,2005,9,AZ_East,200509,9.08,14.56,6.36,06,2005-09-30T00:00:00Z,85665.85,-10973.91,-3695.93,-14669.84
200509,13,17,0,2005,9,AZ_East,200509,12.92,12.88,5.2,07,2005-09-30T00:00:00Z,85665.85,-10973.91,-3695.93,-14669.84
200509,13,17,0,2005,9,AZ_East,200509,11.08,12.4,7.52,08,2005-09-30T00:00:00Z,85665.85,-10973.91,-3695.93,-14669.84
200510,23,8,0,2005,10,AZ_East,200510,25.64,4.88,0.48,04,2005-10-31T00:00:00Z,69230.57,-4439.81,1008.61,-3431.2000000000003
200510,23,8,0,2005,10,AZ_East,200510,25.84,4.96,0.2,05,2005-10-31T00:00:00Z,69230.57,-4439.81,1008.61,-3431.2000000000003
200510,23,8,0,2005,10,AZ_East,200510,25.32,5.24,0.44,06,2005-10-31T00:00:00Z,69230.57,-4439.81,1008.61,-3431.2000000000003
200510,23,8,0,2005,10,AZ_East,200510,26.96,2.76,0.28,07,2005-10-31T00:00:00Z,69230.57,-4439.81,1008.61,-3431.2000000000003
200510,23,8,0,2005,10,AZ_East,200510,26.56,4.2,0.24,08,2005-10-31T00:00:00Z,69230.57,-4439.81,1008.61,-3431.2000000000003
200606,22,8,0,2006,6,AZ_East,200606,24.76,4.8,0.44,04,2006-06-30T00:00:00Z,23194.98,-36915.45,-14717.06,-51632.509999999995
200606,22,8,0,2006,6,AZ_East,200606,25.16,4.2,0.64,05,2006-06-30T00:00:00Z,23194.98,-36915.45,-14717.06,-51632.509999999995
200606,22,8,0,2006,6,AZ_East,200606,23.2,6.08,0.72,06,2006-06-30T00:00:00Z,23194.98,-36915.45,-14717.06,-51632.509999999995
200607,0,10,21,2006,7,AZ_East,200607,5.64,17.12,8.24,04,2006-07-31T00:00:00Z,39957.82,-45935.87,-5895.81,-51831.68
200607,0,10,21,2006,7,AZ_East,200607,5.24,15.36,10.4,05,2006-07-31T00:00:00Z,39957.82,-45935.87,-5895.81,-51831.68
200607,0,10,21,2006,7,AZ_East,200607,5.8,15.48,9.72,06,2006-07-31T00:00:00Z,39957.82,-45935.87,-5895.81,-51831.68
200607,0,10,21,2006,7,AZ_East,200607,6.08,15.48,8.44,07,2006-07-31T00:00:00Z,39957.82,-45935.87,-5895.81,-51831.68
200608,0,11,20,2006,8,AZ_East,200608,1.68,13.48,15.84,04,2006-08-31T00:00:00Z,109015.27,-24344.36,-14737.03,-39081.39
200608,0,11,20,2006,8,AZ_East,200608,1.52,12.16,17.32,05,2006-08-31T00:00:00Z,109015.27,-24344.36,-14737.03,-39081.39
200608,0,11,20,2006,8,AZ_East,200608,0.72,14.4,15.88,06,2006-08-31T00:00:00Z,109015.27,-24344.36,-14737.03,-39081.39
200608,0,11,20,2006,8,AZ_East,200608,1.4,13.4,16.2,07,2006-08-31T00:00:00Z,109015.27,-24344.36,-14737.03,-39081.39
200608,0,11,20,2006,8,AZ_East,200608,1.16,12.72,16.12,08,2006-08-31T00:00:00Z,109015.27,-24344.36,-14737.03,-39081.39
200609,15,8,7,2006,9,AZ_East,200609,11,13.28,5.72,04,2006-09-30T00:00:00Z,69945.23,-32469.75,229.59,-32240.16
200609,15,8,7,2006,9,AZ_East,200609,8.04,15.72,6.24,05,2006-09-30T00:00:00Z,69945.23,-32469.75,229.59,-32240.16
200609,15,8,7,2006,9,AZ_East,200609,9.76,13.8,6.44,06,2006-09-30T00:00:00Z,69945.23,-32469.75,229.59,-32240.16
200609,15,8,7,2006,9,AZ_East,200609,13.48,13.2,4.32,07,2006-09-30T00:00:00Z,69945.23,-32469.75,229.59,-32240.16
200609,15,8,7,2006,9,AZ_East,200609,9.48,15.04,6.48,08,2006-09-30T00:00:00Z,69945.23,-32469.75,229.59,-32240.16
200610,20,10,1,2006,10,AZ_East,200610,24.08,6.6,0.32,04,2006-10-31T00:00:00Z,129269.9,7400.05,-7546.97,-146.92000000000007
200610,20,10,1,2006,10,AZ_East,200610,24.6,6,0.4,05,2006-10-31T00:00:00Z,129269.9,7400.05,-7546.97,-146.92000000000007
200610,20,10,1,2006,10,AZ_East,200610,26.36,4.48,0.16,06,2006-10-31T00:00:00Z,129269.9,7400.05,-7546.97,-146.92000000000007
200610,20,10,1,2006,10,AZ_East,200610,26.6,3.4,0,07,2006-10-31T00:00:00Z,129269.9,7400.05,-7546.97,-146.92000000000007
200610,20,10,1,2006,10,AZ_East,200610,24.72,5.88,0.4,08,2006-10-31T00:00:00Z,129269.9,7400.05,-7546.97,-146.92000000000007
200706,29,1,0,2007,6,AZ_East,200706,26.04,3.44,0.52,04,2007-06-30T00:00:00Z,12481.29,-53137.78,-14012.49,-67150.27
200706,29,1,0,2007,6,AZ_East,200706,25.52,4.16,0.32,05,2007-06-30T00:00:00Z,12481.29,-53137.78,-14012.49,-67150.27
200706,29,1,0,2007,6,AZ_East,200706,25.8,3.96,0.24,06,2007-06-30T00:00:00Z,12481.29,-53137.78,-14012.49,-67150.27
200707,4,16,11,2007,7,AZ_East,200707,4.48,17.32,9.2,04,2007-07-31T00:00:00Z,51796.24,-47300.41,-9418.83,-56719.240000000005
200707,4,16,11,2007,7,AZ_East,200707,5.72,15.36,9.92,05,2007-07-31T00:00:00Z,51796.24,-47300.41,-9418.83,-56719.240000000005
200707,4,16,11,2007,7,AZ_East,200707,6.48,15.6,8.92,06,2007-07-31T00:00:00Z,51796.24,-47300.41,-9418.83,-56719.240000000005
200707,4,16,11,2007,7,AZ_East,200707,8.84,16.04,5.12,07,2007-07-31T00:00:00Z,51796.24,-47300.41,-9418.83,-56719.240000000005
200708,0,13,18,2007,8,AZ_East,200708,0.84,14.4,15.76,04,2007-08-31T00:00:00Z,123772.24,-33449.39,-6256.96,-39706.35
200708,0,13,18,2007,8,AZ_East,200708,1.08,13.24,16.68,05,2007-08-31T00:00:00Z,123772.24,-33449.39,-6256.96,-39706.35
200708,0,13,18,2007,8,AZ_East,200708,1.36,14.44,15.2,06,2007-08-31T00:00:00Z,123772.24,-33449.39,-6256.96,-39706.35
200708,0,13,18,2007,8,AZ_East,200708,1.6,13.24,16.16,07,2007-08-31T00:00:00Z,123772.24,-33449.39,-6256.96,-39706.35
200708,0,13,18,2007,8,AZ_East,200708,2.68,14.6,12.72,08,2007-08-31T00:00:00Z,123772.24,-33449.39,-6256.96,-39706.35
200709,9,16,5,2007,9,AZ_East,200709,9.72,14.84,5.44,04,2007-09-30T00:00:00Z,60645.93,-35089.96,-2046.92,-37136.88
200709,9,16,5,2007,9,AZ_East,200709,9,14.68,6.32,05,2007-09-30T00:00:00Z,60645.93,-35089.96,-2046.92,-37136.88
200709,9,16,5,2007,9,AZ_East,200709,10.52,14.08,5.4,06,2007-09-30T00:00:00Z,60645.93,-35089.96,-2046.92,-37136.88
200709,9,16,5,2007,9,AZ_East,200709,11.68,13.84,5.48,07,2007-09-30T00:00:00Z,60645.93,-35089.96,-2046.92,-37136.88
200709,9,16,5,2007,9,AZ_East,200709,9.2,14.16,7.64,08,2007-09-30T00:00:00Z,60645.93,-35089.96,-2046.92,-37136.88
200710,26,5,0,2007,10,AZ_East,200710,24.84,5.68,0.48,04,2007-10-31T00:00:00Z,43889.29,-11666.11,3053.89,-8612.220000000001
200710,26,5,0,2007,10,AZ_East,200710,26.32,4.44,0.24,05,2007-10-31T00:00:00Z,43889.29,-11666.11,3053.89,-8612.220000000001
200710,26,5,0,2007,10,AZ_East,200710,25.8,4.72,0.48,06,2007-10-31T00:00:00Z,43889.29,-11666.11,3053.89,-8612.220000000001
200710,26,5,0,2007,10,AZ_East,200710,25.04,4.68,0.28,07,2007-10-31T00:00:00Z,43889.29,-11666.11,3053.89,-8612.220000000001
200710,26,5,0,2007,10,AZ_East,200710,26.56,4.12,0.32,08,2007-10-31T00:00:00Z,43889.29,-11666.11,3053.89,-8612.220000000001
200806,28,2,0,2008,6,AZ_East,200806,24.92,4.76,0.32,04,2008-06-30T00:00:00Z,47278.7,-64948.16,-1519.96,-66468.12000000001
200806,28,2,0,2008,6,AZ_East,200806,26.6,2.96,0.44,05,2008-06-30T00:00:00Z,47278.7,-64948.16,-1519.96,-66468.12000000001
200806,28,2,0,2008,6,AZ_East,200806,27.68,2.28,0.04,06,2008-06-30T00:00:00Z,47278.7,-64948.16,-1519.96,-66468.12000000001
200807,0,16,15,2008,7,AZ_East,200807,5.76,14,11.24,04,2008-07-31T00:00:00Z,48075.59,-39221.4,-9650.05,-48871.45
200807,0,16,15,2008,7,AZ_East,200807,7.64,15.52,7.84,05,2008-07-31T00:00:00Z,48075.59,-39221.4,-9650.05,-48871.45
200807,0,16,15,2008,7,AZ_East,200807,5.92,17.32,7.76,06,2008-07-31T00:00:00Z,48075.59,-39221.4,-9650.05,-48871.45
200807,0,16,15,2008,7,AZ_East,200807,1.88,16.28,11.84,07,2008-07-31T00:00:00Z,48075.59,-39221.4,-9650.05,-48871.45
200808,0,18,13,2008,8,AZ_East,200808,2.4,13.08,15.52,04,2008-08-31T00:00:00Z,80889.1,-19831.85,-22553.77,-42385.619999999995
200808,0,18,13,2008,8,AZ_East,200808,0.8,14.48,15.72,05,2008-08-31T00:00:00Z,80889.1,-19831.85,-22553.77,-42385.619999999995
200808,0,18,13,2008,8,AZ_East,200808,0.84,14,16.16,06,2008-08-31T00:00:00Z,80889.1,-19831.85,-22553.77,-42385.619999999995
200808,0,18,13,2008,8,AZ_East,200808,1.92,16.68,12.4,07,2008-08-31T00:00:00Z,80889.1,-19831.85,-22553.77,-42385.619999999995
200808,0,18,13,2008,8,AZ_East,200808,3.28,16.8,9.92,08,2008-08-31T00:00:00Z,80889.1,-19831.85,-22553.77,-42385.619999999995
200809,13,15,2,2008,9,AZ_East,200809,8.2,14.92,6.88,04,2008-09-30T00:00:00Z,74373.79,-20788.15,-1550.17,-22338.32
200809,13,15,2,2008,9,AZ_East,200809,9.4,15.04,5.56,05,2008-09-30T00:00:00Z,74373.79,-20788.15,-1550.17,-22338.32
200809,13,15,2,2008,9,AZ_East,200809,9.4,15.04,5.56,06,2008-09-30T00:00:00Z,74373.79,-20788.15,-1550.17,-22338.32
200809,13,15,2,2008,9,AZ_East,200809,13.72,13.52,3.76,07,2008-09-30T00:00:00Z,74373.79,-20788.15,-1550.17,-22338.32
200809,13,15,2,2008,9,AZ_East,200809,11.84,12.6,6.56,08,2008-09-30T00:00:00Z,74373.79,-20788.15,-1550.17,-22338.32
200810,30,1,0,2008,10,AZ_East,200810,24.72,5.6,0.68,04,2008-10-31T00:00:00Z,57826.56,-2740.84,-553.09,-3293.9300000000003
200810,30,1,0,2008,10,AZ_East,200810,26.8,3.8,0.4,05,2008-10-31T00:00:00Z,57826.56,-2740.84,-553.09,-3293.9300000000003
200810,30,1,0,2008,10,AZ_East,200810,27.48,3.08,0.44,06,2008-10-31T00:00:00Z,57826.56,-2740.84,-553.09,-3293.9300000000003
200810,30,1,0,2008,10,AZ_East,200810,27.08,2.72,0.2,07,2008-10-31T00:00:00Z,57826.56,-2740.84,-553.09,-3293.9300000000003
200810,30,1,0,2008,10,AZ_East,200810,26.72,3.6,0.68,08,2008-10-31T00:00:00Z,57826.56,-2740.84,-553.09,-3293.9300000000003
200906,20,9,1,2009,6,AZ_East,200906,24.36,5.2,0.44,04,2009-06-30T00:00:00Z,13424.21,-25780.55,-16566.47,-42347.020000000004
200906,20,9,1,2009,6,AZ_East,200906,23.72,5.68,0.6,05,2009-06-30T00:00:00Z,13424.21,-25780.55,-16566.47,-42347.020000000004
200906,20,9,1,2009,6,AZ_East,200906,25.88,3.76,0.36,06,2009-06-30T00:00:00Z,13424.21,-25780.55,-16566.47,-42347.020000000004
200907,4,19,8,2009,7,AZ_East,200907,6.2,16.56,8.24,04,2009-07-31T00:00:00Z,23484.06,-35222.79,-13497.4,-48720.19
200907,4,19,8,2009,7,AZ_East,200907,5.24,17.84,7.92,05,2009-07-31T00:00:00Z,23484.06,-35222.79,-13497.4,-48720.19
200907,4,19,8,2009,7,AZ_East,200907,5.6,16.48,8.92,06,2009-07-31T00:00:00Z,23484.06,-35222.79,-13497.4,-48720.19
200907,4,19,8,2009,7,AZ_East,200907,7.08,17.12,5.8,07,2009-07-31T00:00:00Z,23484.06,-35222.79,-13497.4,-48720.19
200908,12,15,4,2009,8,AZ_East,200908,1.36,11.4,18.24,04,2009-08-31T00:00:00Z,46111.05,-46257.6,-2449.39,-48706.99
200908,12,15,4,2009,8,AZ_East,200908,1.84,12.68,16.48,05,2009-08-31T00:00:00Z,46111.05,-46257.6,-2449.39,-48706.99
200908,12,15,4,2009,8,AZ_East,200908,0.64,13.56,16.8,06,2009-08-31T00:00:00Z,46111.05,-46257.6,-2449.39,-48706.99
200908,12,15,4,2009,8,AZ_East,200908,1.92,15.04,14.04,07,2009-08-31T00:00:00Z,46111.05,-46257.6,-2449.39,-48706.99
200908,12,15,4,2009,8,AZ_East,200908,5.68,19.84,4.48,08,2009-08-31T00:00:00Z,46111.05,-46257.6,-2449.39,-48706.99
200909,10,18,2,2009,9,AZ_East,200909,7.32,15.6,7.08,04,2009-09-30T00:00:00Z,53092.44,-50804.13,8773.31,-42030.82
200909,10,18,2,2009,9,AZ_East,200909,8.48,14.64,6.88,05,2009-09-30T00:00:00Z,53092.44,-50804.13,8773.31,-42030.82
200909,10,18,2,2009,9,AZ_East,200909,6.4,17.04,6.56,06,2009-09-30T00:00:00Z,53092.44,-50804.13,8773.31,-42030.82
200909,10,18,2,2009,9,AZ_East,200909,10.48,15.28,5.24,07,2009-09-30T00:00:00Z,53092.44,-50804.13,8773.31,-42030.82
200909,10,18,2,2009,9,AZ_East,200909,10.36,13.4,7.24,08,2009-09-30T00:00:00Z,53092.44,-50804.13,8773.31,-42030.82
200910,27,4,0,2009,10,AZ_East,200910,23.24,7.32,0.44,04,2009-10-31T00:00:00Z,33953.44,-4433.3,-10613.03,-15046.330000000002
200910,27,4,0,2009,10,AZ_East,200910,23.2,7.16,0.64,05,2009-10-31T00:00:00Z,33953.44,-4433.3,-10613.03,-15046.330000000002
200910,27,4,0,2009,10,AZ_East,200910,21.92,8.44,0.64,06,2009-10-31T00:00:00Z,33953.44,-4433.3,-10613.03,-15046.330000000002
200910,27,4,0,2009,10,AZ_East,200910,24.08,5.56,0.36,07,2009-10-31T00:00:00Z,33953.44,-4433.3,-10613.03,-15046.330000000002
200910,27,4,0,2009,10,AZ_East,200910,23.96,6.36,0.68,08,2009-10-31T00:00:00Z,33953.44,-4433.3,-10613.03,-15046.330000000002
201006,28,2,0,2010,6,AZ_East,201006,26.28,3.52,0.2,04,2010-06-30T00:00:00Z,28382.02,-34943.18,-17778.87,-52722.05
201006,28,2,0,2010,6,AZ_East,201006,28,1.64,0.36,05,2010-06-30T00:00:00Z,28382.02,-34943.18,-17778.87,-52722.05
201006,28,2,0,2010,6,AZ_East,201006,26.6,3.2,0.2,06,2010-06-30T00:00:00Z,28382.02,-34943.18,-17778.87,-52722.05
201007,4,16,11,2010,7,AZ_East,201007,4.4,16.64,9.96,04,2010-07-31T00:00:00Z,13725.32,-42721.46,-20782.05,-63503.509999999995
201007,4,16,11,2010,7,AZ_East,201007,7.32,13.56,10.12,05,2010-07-31T00:00:00Z,13725.32,-42721.46,-20782.05,-63503.509999999995
201007,4,16,11,2010,7,AZ_East,201007,5.76,14.68,10.56,06,2010-07-31T00:00:00Z,13725.32,-42721.46,-20782.05,-63503.509999999995
201007,4,16,11,2010,7,AZ_East,201007,5.16,18.2,6.64,07,2010-07-31T00:00:00Z,13725.32,-42721.46,-20782.05,-63503.509999999995
