YYYYMM,dry.obs,normal.obs,monsoon.obs,Year,Month,region,lead_date,dry.for,normal.for,monsoon.for,lead_month,Date,Glen_Hoover,Parker_Imperial,Imperial_Mex,Total_Below_Parker
197006,26,4,0,1970,6,AZ_East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197007,1,19,11,1970,7,AZ_East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197008,0,13,18,1970,8,AZ_East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197009,17,12,1,1970,9,AZ_East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197010,28,3,0,1970,10,AZ_East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197106,30,0,0,1971,6,AZ_East,NA,NA,NA,NA,NA,1971-06-30T00:00:00Z,21035,-46618,NA,NA
197107,8,15,8,1971,7,AZ_East,NA,NA,NA,NA,NA,1971-07-31T00:00:00Z,41211,-54133,NA,NA
197108,0,7,24,1971,8,AZ_East,NA,NA,NA,NA,NA,1971-08-31T00:00:00Z,148355,14049,NA,NA
197109,19,10,1,1971,9,AZ_East,NA,NA,NA,NA,NA,1971-09-30T00:00:00Z,22728,-9683,NA,NA
197110,30,1,0,1971,10,AZ_East,NA,NA,NA,NA,NA,1971-10-31T00:00:00Z,92479,24512,NA,NA
197206,10,16,4,1972,6,AZ_East,NA,NA,NA,NA,NA,1972-06-30T00:00:00Z,48614,-52014,NA,NA
197207,4,24,3,1972,7,AZ_East,NA,NA,NA,NA,NA,1972-07-31T00:00:00Z,-33959,-55668,NA,NA
197208,2,19,10,1972,8,AZ_East,NA,NA,NA,NA,NA,1972-08-31T00:00:00Z,16992,3281,NA,NA
197209,10,11,9,1972,9,AZ_East,NA,NA,NA,NA,NA,1972-09-30T00:00:00Z,63425,-39080,NA,NA
197210,14,10,7,1972,10,AZ_East,NA,NA,NA,NA,NA,1972-10-31T00:00:00Z,357219,42110,NA,NA
197306,24,6,0,1973,6,AZ_East,NA,NA,NA,NA,NA,1973-06-30T00:00:00Z,104773,-45353,NA,NA
197307,5,16,10,1973,7,AZ_East,NA,NA,NA,NA,NA,1973-07-31T00:00:00Z,54635,-45342,NA,NA
197308,4,17,10,1973,8,AZ_East,NA,NA,NA,NA,NA,1973-08-31T00:00:00Z,15390,-7658,NA,NA
197309,24,6,0,1973,9,AZ_East,NA,NA,NA,NA,NA,1973-09-30T00:00:00Z,48038,-9997,NA,NA
197310,31,0,0,1973,10,AZ_East,NA,NA,NA,NA,NA,1973-10-31T00:00:00Z,30763,6019,NA,NA
197406,30,0,0,1974,6,AZ_East,NA,NA,NA,NA,NA,1974-06-30T00:00:00Z,49257,-66133,NA,NA
197407,7,10,14,1974,7,AZ_East,NA,NA,NA,NA,NA,1974-07-31T00:00:00Z,14103,-40509,NA,NA
197408,10,15,6,1974,8,AZ_East,NA,NA,NA,NA,NA,1974-08-31T00:00:00Z,25730,1918,NA,NA
197409,7,22,1,1974,9,AZ_East,NA,NA,NA,NA,NA,1974-09-30T00:00:00Z,75276,-4961,NA,NA
197410,15,16,0,1974,10,AZ_East,NA,NA,NA,NA,NA,1974-10-31T00:00:00Z,76740,26369,NA,NA
197506,30,0,0,1975,6,AZ_East,NA,NA,NA,NA,NA,1975-06-30T00:00:00Z,24435,-43854,NA,NA
197507,2,12,17,1975,7,AZ_East,NA,NA,NA,NA,NA,1975-07-31T00:00:00Z,42125,-47872,NA,NA
197508,10,19,2,1975,8,AZ_East,NA,NA,NA,NA,NA,1975-08-31T00:00:00Z,47682,-41389,NA,NA
197509,10,15,5,1975,9,AZ_East,NA,NA,NA,NA,NA,1975-09-30T00:00:00Z,67529,-14419,NA,NA
197510,31,0,0,1975,10,AZ_East,NA,NA,NA,NA,NA,1975-10-31T00:00:00Z,44773,8018,NA,NA
197606,29,1,0,1976,6,AZ_East,NA,NA,NA,NA,NA,1976-06-30T00:00:00Z,68492,-43762,NA,NA
197607,4,13,14,1976,7,AZ_East,NA,NA,NA,NA,NA,1976-07-31T00:00:00Z,82837,-26831,NA,NA
197608,5,23,3,1976,8,AZ_East,NA,NA,NA,NA,NA,1976-08-31T00:00:00Z,-6573,-46315,NA,NA
197609,2,20,8,1976,9,AZ_East,NA,NA,NA,NA,NA,1976-09-30T00:00:00Z,79006,78646,NA,NA
197610,27,4,0,1976,10,AZ_East,NA,NA,NA,NA,NA,1976-10-31T00:00:00Z,86245,16952,NA,NA
197706,19,11,0,1977,6,AZ_East,NA,NA,NA,NA,NA,1977-06-30T00:00:00Z,-20974,-49480.59,11750.82,-37729.77
197707,2,16,13,1977,7,AZ_East,NA,NA,NA,NA,NA,1977-07-31T00:00:00Z,24314,-63423.97,10783.29,-52640.68
197708,0,15,16,1977,8,AZ_East,NA,NA,NA,NA,NA,1977-08-31T00:00:00Z,62979,29493.61,14579.64,44073.25
197709,9,16,5,1977,9,AZ_East,NA,NA,NA,NA,NA,1977-09-30T00:00:00Z,35178,21676.41,13287.06,34963.47
197710,23,6,2,1977,10,AZ_East,NA,NA,NA,NA,NA,1977-10-31T00:00:00Z,122381,3125.54,14332.72,17458.26
197806,27,3,0,1978,6,AZ_East,NA,NA,NA,NA,NA,1978-06-30T00:00:00Z,21485,-54757.1,6182.34,-48574.759999999995
197807,8,15,8,1978,7,AZ_East,NA,NA,NA,NA,NA,1978-07-31T00:00:00Z,17623,-54036.09,6529.15,-47506.939999999995
197808,6,19,6,1978,8,AZ_East,NA,NA,NA,NA,NA,1978-08-31T00:00:00Z,-7907,-1866.57,12525.73,10659.16
197809,8,18,4,1978,9,AZ_East,NA,NA,NA,NA,NA,1978-09-30T00:00:00Z,61402,-11871.18,11651.89,-219.29000000000087
197810,26,4,1,1978,10,AZ_East,NA,NA,NA,NA,NA,1978-10-31T00:00:00Z,92728,18991.99,10103.21,29095.2
197906,25,5,0,1979,6,AZ_East,NA,NA,NA,NA,NA,1979-06-30T00:00:00Z,44553,-76411.91,-10165.14,-86577.05
197907,12,13,6,1979,7,AZ_East,NA,NA,NA,NA,NA,1979-07-31T00:00:00Z,3482,-39513.92,-2882.58,-42396.5
197908,8,10,13,1979,8,AZ_East,NA,NA,NA,NA,NA,1979-08-31T00:00:00Z,49516,8972.49,-9786.9,-814.4099999999999
197909,13,17,0,1979,9,AZ_East,NA,NA,NA,NA,NA,1979-09-30T00:00:00Z,61379,5467.67,-15439.19,-9971.52
197910,30,1,0,1979,10,AZ_East,NA,NA,NA,NA,NA,1979-10-31T00:00:00Z,-15429,12707.57,-5027.56,7680.009999999999
198006,29,1,0,1980,6,AZ_East,NA,NA,NA,NA,NA,1980-06-30T00:00:00Z,54494,-88573.26,5616.09,-82957.17
198007,3,16,12,1980,7,AZ_East,NA,NA,NA,NA,NA,1980-07-31T00:00:00Z,83565,-19726.03,11986.09,-7739.939999999999
198008,4,17,10,1980,8,AZ_East,NA,NA,NA,NA,NA,1980-08-31T00:00:00Z,19333,-35257.43,21680.99,-13576.439999999999
198009,12,12,6,1980,9,AZ_East,NA,NA,NA,NA,NA,1980-09-30T00:00:00Z,61144,-1309.45,13136.58,11827.13
198010,29,2,0,1980,10,AZ_East,NA,NA,NA,NA,NA,1980-10-31T00:00:00Z,43639,-12803.6,6288.84,-6514.76
198106,18,8,4,1981,6,AZ_East,198106,24.44,4.96,0.6,04,1981-06-30T00:00:00Z,34176.74,-63794.62,10184.79,-53609.83
198106,18,8,4,1981,6,AZ_East,198106,25.8,3.96,0.24,05,1981-06-30T00:00:00Z,34176.74,-63794.62,10184.79,-53609.83
198106,18,8,4,1981,6,AZ_East,198106,24.28,5.36,0.36,06,1981-06-30T00:00:00Z,34176.74,-63794.62,10184.79,-53609.83
198107,0,14,17,1981,7,AZ_East,198107,4.44,15.44,11.12,04,1981-07-31T00:00:00Z,-1399.15,-36117.82,9446.28,-26671.54
198107,0,14,17,1981,7,AZ_East,198107,4.36,17.6,9.04,05,1981-07-31T00:00:00Z,-1399.15,-36117.82,9446.28,-26671.54
198107,0,14,17,1981,7,AZ_East,198107,5.32,16.76,8.92,06,1981-07-31T00:00:00Z,-1399.15,-36117.82,9446.28,-26671.54
198107,0,14,17,1981,7,AZ_East,198107,3.96,19.48,6.56,07,1981-07-31T00:00:00Z,-1399.15,-36117.82,9446.28,-26671.54
198108,0,10,21,1981,8,AZ_East,198108,0.6,14.36,16.04,04,1981-08-31T00:00:00Z,105203.39,-15142.06,5111.57,-10030.49
198108,0,10,21,1981,8,AZ_East,198108,2.36,14,14.64,05,1981-08-31T00:00:00Z,105203.39,-15142.06,5111.57,-10030.49
198108,0,10,21,1981,8,AZ_East,198108,2.04,14.36,14.6,06,1981-08-31T00:00:00Z,105203.39,-15142.06,5111.57,-10030.49
198108,0,10,21,1981,8,AZ_East,198108,1.72,16.28,13,07,1981-08-31T00:00:00Z,105203.39,-15142.06,5111.57,-10030.49
198108,0,10,21,1981,8,AZ_East,198108,4.36,19.36,6.28,08,1981-08-31T00:00:00Z,105203.39,-15142.06,5111.57,-10030.49
198109,5,19,6,1981,9,AZ_East,198109,7.88,15,7.12,04,1981-09-30T00:00:00Z,84073.19,14303.56,12665.49,26969.05
198109,5,19,6,1981,9,AZ_East,198109,11.76,13.84,4.4,05,1981-09-30T00:00:00Z,84073.19,14303.56,12665.49,26969.05
198109,5,19,6,1981,9,AZ_East,198109,10.68,14.04,5.28,06,1981-09-30T00:00:00Z,84073.19,14303.56,12665.49,26969.05
198109,5,19,6,1981,9,AZ_East,198109,14.4,12.32,4.28,07,1981-09-30T00:00:00Z,84073.19,14303.56,12665.49,26969.05
198109,5,19,6,1981,9,AZ_East,198109,12.16,14.88,3.96,08,1981-09-30T00:00:00Z,84073.19,14303.56,12665.49,26969.05
198110,21,9,1,1981,10,AZ_East,198110,26.24,4.48,0.28,04,1981-10-31T00:00:00Z,83759.18,25649.06,14252.12,39901.18
198110,21,9,1,1981,10,AZ_East,198110,25,5.8,0.2,05,1981-10-31T00:00:00Z,83759.18,25649.06,14252.12,39901.18
198110,21,9,1,1981,10,AZ_East,198110,27.48,3.32,0.2,06,1981-10-31T00:00:00Z,83759.18,25649.06,14252.12,39901.18
198110,21,9,1,1981,10,AZ_East,198110,27.24,2.32,0.44,07,1981-10-31T00:00:00Z,83759.18,25649.06,14252.12,39901.18
198110,21,9,1,1981,10,AZ_East,198110,25.44,5.4,0.16,08,1981-10-31T00:00:00Z,83759.18,25649.06,14252.12,39901.18
198206,28,2,0,1982,6,AZ_East,198206,26.36,3.56,0.08,04,1982-06-30T00:00:00Z,29072.46,-22107.29,8973.09,-13134.2
198206,28,2,0,1982,6,AZ_East,198206,24.92,4.32,0.76,05,1982-06-30T00:00:00Z,29072.46,-22107.29,8973.09,-13134.2
198206,28,2,0,1982,6,AZ_East,198206,28.16,1.76,0.08,06,1982-06-30T00:00:00Z,29072.46,-22107.29,8973.09,-13134.2
198207,4,16,11,1982,7,AZ_East,198207,6.88,16.12,8,04,1982-07-31T00:00:00Z,49843.67,-38566.08,7962.96,-30603.120000000003
198207,4,16,11,1982,7,AZ_East,198207,6.96,16.32,7.72,05,1982-07-31T00:00:00Z,49843.67,-38566.08,7962.96,-30603.120000000003
198207,4,16,11,1982,7,AZ_East,198207,8.4,16.16,6.44,06,1982-07-31T00:00:00Z,49843.67,-38566.08,7962.96,-30603.120000000003
198207,4,16,11,1982,7,AZ_East,198207,8.6,13.32,8.08,07,1982-07-31T00:00:00Z,49843.67,-38566.08,7962.96,-30603.120000000003
198208,0,4,27,1982,8,AZ_East,198208,0.8,13.96,16.24,04,1982-08-31T00:00:00Z,96565.66,5081.18,10665.45,15746.630000000001
198208,0,4,27,1982,8,AZ_East,198208,1.32,15.92,13.76,05,1982-08-31T00:00:00Z,96565.66,5081.18,10665.45,15746.630000000001
198208,0,4,27,1982,8,AZ_East,198208,1.2,16.4,13.4,06,1982-08-31T00:00:00Z,96565.66,5081.18,10665.45,15746.630000000001
198208,0,4,27,1982,8,AZ_East,198208,2.6,17.76,10.64,07,1982-08-31T00:00:00Z,96565.66,5081.18,10665.45,15746.630000000001
198208,0,4,27,1982,8,AZ_East,198208,0.4,13.32,16.28,08,1982-08-31T00:00:00Z,96565.66,5081.18,10665.45,15746.630000000001
198209,2,17,11,1982,9,AZ_East,198209,7.36,15.36,7.28,04,1982-09-30T00:00:00Z,119014,-4500.06,7843.1,3343.04
198209,2,17,11,1982,9,AZ_East,198209,9.24,15.6,5.16,05,1982-09-30T00:00:00Z,119014,-4500.06,7843.1,3343.04
198209,2,17,11,1982,9,AZ_East,198209,9.6,15.2,5.2,06,1982-09-30T00:00:00Z,119014,-4500.06,7843.1,3343.04
198209,2,17,11,1982,9,AZ_East,198209,10.36,16.4,4.24,07,1982-09-30T00:00:00Z,119014,-4500.06,7843.1,3343.04
198209,2,17,11,1982,9,AZ_East,198209,10.16,15.04,5.8,08,1982-09-30T00:00:00Z,119014,-4500.06,7843.1,3343.04
198210,30,1,0,1982,10,AZ_East,198210,23.2,6.72,1.08,04,1982-10-31T00:00:00Z,23312.27,771.11,9370.97,10142.08
198210,30,1,0,1982,10,AZ_East,198210,25.56,5.24,0.2,05,1982-10-31T00:00:00Z,23312.27,771.11,9370.97,10142.08
198210,30,1,0,1982,10,AZ_East,198210,25.08,5.72,0.2,06,1982-10-31T00:00:00Z,23312.27,771.11,9370.97,10142.08
198210,30,1,0,1982,10,AZ_East,198210,25.16,4.36,0.48,07,1982-10-31T00:00:00Z,23312.27,771.11,9370.97,10142.08
198210,30,1,0,1982,10,AZ_East,198210,22.88,7.24,0.88,08,1982-10-31T00:00:00Z,23312.27,771.11,9370.97,10142.08
198306,28,2,0,1983,6,AZ_East,198306,26.6,3.28,0.12,04,1983-06-30T00:00:00Z,-8043.06,-145121.25,-56872.45,-201993.7
198306,28,2,0,1983,6,AZ_East,198306,25.16,4.76,0.08,05,1983-06-30T00:00:00Z,-8043.06,-145121.25,-56872.45,-201993.7
198306,28,2,0,1983,6,AZ_East,198306,25.76,3.88,0.36,06,1983-06-30T00:00:00Z,-8043.06,-145121.25,-56872.45,-201993.7
198307,5,11,15,1983,7,AZ_East,198307,13.24,14.32,3.44,04,1983-07-31T00:00:00Z,182779.87,-36480.28,79976.94,43496.66
198307,5,11,15,1983,7,AZ_East,198307,13.36,13.96,3.68,05,1983-07-31T00:00:00Z,182779.87,-36480.28,79976.94,43496.66
198307,5,11,15,1983,7,AZ_East,198307,10.04,15.64,5.32,06,1983-07-31T00:00:00Z,182779.87,-36480.28,79976.94,43496.66
198307,5,11,15,1983,7,AZ_East,198307,12.52,12.8,4.68,07,1983-07-31T00:00:00Z,182779.87,-36480.28,79976.94,43496.66
198308,0,6,25,1983,8,AZ_East,198308,3.88,17.36,9.76,04,1983-08-31T00:00:00Z,144322.97,-16428.77,5971.95,-10456.82
198308,0,6,25,1983,8,AZ_East,198308,3.68,18.08,9.24,05,1983-08-31T00:00:00Z,144322.97,-16428.77,5971.95,-10456.82
198308,0,6,25,1983,8,AZ_East,198308,3.2,16.04,11.76,06,1983-08-31T00:00:00Z,144322.97,-16428.77,5971.95,-10456.82
198308,0,6,25,1983,8,AZ_East,198308,4.88,15.64,10.48,07,1983-08-31T00:00:00Z,144322.97,-16428.77,5971.95,-10456.82
198308,0,6,25,1983,8,AZ_East,198308,1.08,5.36,23.56,08,1983-08-31T00:00:00Z,144322.97,-16428.77,5971.95,-10456.82
198309,0,12,18,1983,9,AZ_East,198309,13.28,13.04,3.68,04,1983-09-30T00:00:00Z,42783.44,-45348.65,21110.64,-24238.010000000002
198309,0,12,18,1983,9,AZ_East,198309,9.2,15.28,5.52,05,1983-09-30T00:00:00Z,42783.44,-45348.65,21110.64,-24238.010000000002
198309,0,12,18,1983,9,AZ_East,198309,10.84,14.32,4.84,06,1983-09-30T00:00:00Z,42783.44,-45348.65,21110.64,-24238.010000000002
198309,0,12,18,1983,9,AZ_East,198309,13.88,13.32,3.8,07,1983-09-30T00:00:00Z,42783.44,-45348.65,21110.64,-24238.010000000002
198309,0,12,18,1983,9,AZ_East,198309,6.76,17.44,6.8,08,1983-09-30T00:00:00Z,42783.44,-45348.65,21110.64,-24238.010000000002
198310,14,13,4,1983,10,AZ_East,198310,26.04,4.88,0.08,04,1983-10-31T00:00:00Z,156332.64,4673.38,15487.81,20161.19
198310,14,13,4,1983,10,AZ_East,198310,26.44,4.36,0.2,05,1983-10-31T00:00:00Z,156332.64,4673.38,15487.81,20161.19
198310,14,13,4,1983,10,AZ_East,198310,26.24,4.6,0.16,06,1983-10-31T00:00:00Z,156332.64,4673.38,15487.81,20161.19
198310,14,13,4,1983,10,AZ_East,198310,26.48,3.4,0.12,07,1983-10-31T00:00:00Z,156332.64,4673.38,15487.81,20161.19
198310,14,13,4,1983,10,AZ_East,198310,23.32,7.44,0.24,08,1983-10-31T00:00:00Z,156332.64,4673.38,15487.81,20161.19
198406,15,11,4,1984,6,AZ_East,198406,24.96,4.8,0.24,04,1984-06-30T00:00:00Z,45321.74,-71817.98,29182.84,-42635.14
198406,15,11,4,1984,6,AZ_East,198406,24.04,5.24,0.72,05,1984-06-30T00:00:00Z,45321.74,-71817.98,29182.84,-42635.14
198406,15,11,4,1984,6,AZ_East,198406,25.16,4.2,0.64,06,1984-06-30T00:00:00Z,45321.74,-71817.98,29182.84,-42635.14
198407,0,3,28,1984,7,AZ_East,198407,6.84,16.56,7.6,04,1984-07-31T00:00:00Z,209216.43,-38226.96,-11765.2,-49992.16
198407,0,3,28,1984,7,AZ_East,198407,4.28,18.44,8.28,05,1984-07-31T00:00:00Z,209216.43,-38226.96,-11765.2,-49992.16
198407,0,3,28,1984,7,AZ_East,198407,2.84,16.52,11.64,06,1984-07-31T00:00:00Z,209216.43,-38226.96,-11765.2,-49992.16
198407,0,3,28,1984,7,AZ_East,198407,0.32,15,14.68,07,1984-07-31T00:00:00Z,209216.43,-38226.96,-11765.2,-49992.16
198408,0,3,28,1984,8,AZ_East,198408,1.16,15.08,14.76,04,1984-08-31T00:00:00Z,209505.97,-15093.54,-4889.38,-19982.920000000002
198408,0,3,28,1984,8,AZ_East,198408,0.84,11.2,18.96,05,1984-08-31T00:00:00Z,209505.97,-15093.54,-4889.38,-19982.920000000002
198408,0,3,28,1984,8,AZ_East,198408,1,12.44,17.56,06,1984-08-31T00:00:00Z,209505.97,-15093.54,-4889.38,-19982.920000000002
198408,0,3,28,1984,8,AZ_East,198408,1.12,12.52,17.36,07,1984-08-31T00:00:00Z,209505.97,-15093.54,-4889.38,-19982.920000000002
198408,0,3,28,1984,8,AZ_East,198408,0.56,10.36,19.08,08,1984-08-31T00:00:00Z,209505.97,-15093.54,-4889.38,-19982.920000000002
198409,5,16,9,1984,9,AZ_East,198409,8.48,16.16,5.36,04,1984-09-30T00:00:00Z,99646.28,-49987.42,-9837.38,-59824.799999999996
198409,5,16,9,1984,9,AZ_East,198409,10.2,14.04,5.76,05,1984-09-30T00:00:00Z,99646.28,-49987.42,-9837.38,-59824.799999999996
198409,5,16,9,1984,9,AZ_East,198409,6.76,17.48,5.76,06,1984-09-30T00:00:00Z,99646.28,-49987.42,-9837.38,-59824.799999999996
198409,5,16,9,1984,9,AZ_East,198409,13.2,12.12,5.68,07,1984-09-30T00:00:00Z,99646.28,-49987.42,-9837.38,-59824.799999999996
198409,5,16,9,1984,9,AZ_East,198409,10.36,16.04,4.6,08,1984-09-30T00:00:00Z,99646.28,-49987.42,-9837.38,-59824.799999999996
198410,23,8,0,1984,10,AZ_East,198410,26.36,4.36,0.28,04,1984-10-31T00:00:00Z,124794.3,-43092.38,-6157.69,-49250.07
198410,23,8,0,1984,10,AZ_East,198410,26.24,4.36,0.4,05,1984-10-31T00:00:00Z,124794.3,-43092.38,-6157.69,-49250.07
198410,23,8,0,1984,10,AZ_East,198410,25.6,5.24,0.16,06,1984-10-31T00:00:00Z,124794.3,-43092.38,-6157.69,-49250.07
198410,23,8,0,1984,10,AZ_East,198410,25.68,4.12,0.2,07,1984-10-31T00:00:00Z,124794.3,-43092.38,-6157.69,-49250.07
198410,23,8,0,1984,10,AZ_East,198410,26.28,4.68,0.04,08,1984-10-31T00:00:00Z,124794.3,-43092.38,-6157.69,-49250.07
198506,26,4,0,1985,6,AZ_East,198506,25.96,3.64,0.4,04,1985-06-30T00:00:00Z,107921.95,-97959.88,-2261.7,-100221.58
198506,26,4,0,1985,6,AZ_East,198506,24.48,4.8,0.72,05,1985-06-30T00:00:00Z,107921.95,-97959.88,-2261.7,-100221.58
198506,26,4,0,1985,6,AZ_East,198506,23.16,6.36,0.48,06,1985-06-30T00:00:00Z,107921.95,-97959.88,-2261.7,-100221.58
198507,5,7,19,1985,7,AZ_East,198507,5.92,17.12,7.96,04,1985-07-31T00:00:00Z,44979.25,-78781.04,-10844.96,-89626
198507,5,7,19,1985,7,AZ_East,198507,3.92,16.92,10.16,05,1985-07-31T00:00:00Z,44979.25,-78781.04,-10844.96,-89626
198507,5,7,19,1985,7,AZ_East,198507,4,16.76,10.24,06,1985-07-31T00:00:00Z,44979.25,-78781.04,-10844.96,-89626
198507,5,7,19,1985,7,AZ_East,198507,8.28,13.28,8.44,07,1985-07-31T00:00:00Z,44979.25,-78781.04,-10844.96,-89626
198508,3,23,5,1985,8,AZ_East,198508,2.76,13.92,14.32,04,1985-08-31T00:00:00Z,-19389.34,-77116.64,-3101.78,-80218.42
198508,3,23,5,1985,8,AZ_East,198508,2,13.4,15.6,05,1985-08-31T00:00:00Z,-19389.34,-77116.64,-3101.78,-80218.42
198508,3,23,5,1985,8,AZ_East,198508,2.44,14.4,14.16,06,1985-08-31T00:00:00Z,-19389.34,-77116.64,-3101.78,-80218.42
198508,3,23,5,1985,8,AZ_East,198508,2.6,16.4,12,07,1985-08-31T00:00:00Z,-19389.34,-77116.64,-3101.78,-80218.42
198508,3,23,5,1985,8,AZ_East,198508,1.4,20.88,7.72,08,1985-08-31T00:00:00Z,-19389.34,-77116.64,-3101.78,-80218.42
198509,6,21,3,1985,9,AZ_East,198509,9.56,16.04,4.4,04,1985-09-30T00:00:00Z,59352.95,8854.82,10524.35,19379.17
198509,6,21,3,1985,9,AZ_East,198509,11.52,14.32,4.16,05,1985-09-30T00:00:00Z,59352.95,8854.82,10524.35,19379.17
198509,6,21,3,1985,9,AZ_East,198509,10.84,14.8,4.36,06,1985-09-30T00:00:00Z,59352.95,8854.82,10524.35,19379.17
198509,6,21,3,1985,9,AZ_East,198509,12.88,14.52,3.6,07,1985-09-30T00:00:00Z,59352.95,8854.82,10524.35,19379.17
198509,6,21,3,1985,9,AZ_East,198509,10.56,15.52,4.92,08,1985-09-30T00:00:00Z,59352.95,8854.82,10524.35,19379.17
198510,21,10,0,1985,10,AZ_East,198510,25.2,5.44,0.36,04,1985-10-31T00:00:00Z,96410.75,28411.37,3974.88,32386.25
198510,21,10,0,1985,10,AZ_East,198510,26.16,4.64,0.2,05,1985-10-31T00:00:00Z,96410.75,28411.37,3974.88,32386.25
198510,21,10,0,1985,10,AZ_East,198510,25.92,4.92,0.16,06,1985-10-31T00:00:00Z,96410.75,28411.37,3974.88,32386.25
198510,21,10,0,1985,10,AZ_East,198510,26.4,3.56,0.04,07,1985-10-31T00:00:00Z,96410.75,28411.37,3974.88,32386.25
198510,21,10,0,1985,10,AZ_East,198510,25.92,4.88,0.2,08,1985-10-31T00:00:00Z,96410.75,28411.37,3974.88,32386.25
198606,14,14,2,1986,6,AZ_East,198606,23.92,5,1.08,04,1986-06-30T00:00:00Z,75914.36,8884.58,-2278.73,6605.85
198606,14,14,2,1986,6,AZ_East,198606,22.92,6.56,0.52,05,1986-06-30T00:00:00Z,75914.36,8884.58,-2278.73,6605.85
198606,14,14,2,1986,6,AZ_East,198606,20.6,9.08,0.32,06,1986-06-30T00:00:00Z,75914.36,8884.58,-2278.73,6605.85
198607,5,10,16,1986,7,AZ_East,198607,6.04,17.52,7.44,04,1986-07-31T00:00:00Z,-71767.43,-21682.31,-45.56,-21727.870000000003
198607,5,10,16,1986,7,AZ_East,198607,3.04,16.4,11.56,05,1986-07-31T00:00:00Z,-71767.43,-21682.31,-45.56,-21727.870000000003
198607,5,10,16,1986,7,AZ_East,198607,3.32,17.16,10.52,06,1986-07-31T00:00:00Z,-71767.43,-21682.31,-45.56,-21727.870000000003
198607,5,10,16,1986,7,AZ_East,198607,5.68,16.96,7.36,07,1986-07-31T00:00:00Z,-71767.43,-21682.31,-45.56,-21727.870000000003
198608,0,4,27,1986,8,AZ_East,198608,1.48,17.88,11.64,04,1986-08-31T00:00:00Z,50836.2,-51414.1,12828.07,-38586.03
198608,0,4,27,1986,8,AZ_East,198608,0.44,13.36,17.2,05,1986-08-31T00:00:00Z,50836.2,-51414.1,12828.07,-38586.03
198608,0,4,27,1986,8,AZ_East,198608,1.36,12,17.64,06,1986-08-31T00:00:00Z,50836.2,-51414.1,12828.07,-38586.03
198608,0,4,27,1986,8,AZ_East,198608,0.6,14.32,16.08,07,1986-08-31T00:00:00Z,50836.2,-51414.1,12828.07,-38586.03
198608,0,4,27,1986,8,AZ_East,198608,3.16,18.16,8.68,08,1986-08-31T00:00:00Z,50836.2,-51414.1,12828.07,-38586.03
198609,15,13,2,1986,9,AZ_East,198609,9.36,14.12,6.52,04,1986-09-30T00:00:00Z,59920.56,-45326.61,-8448.22,-53774.83
198609,15,13,2,1986,9,AZ_East,198609,8.32,15.8,5.88,05,1986-09-30T00:00:00Z,59920.56,-45326.61,-8448.22,-53774.83
198609,15,13,2,1986,9,AZ_East,198609,6.12,18.4,5.48,06,1986-09-30T00:00:00Z,59920.56,-45326.61,-8448.22,-53774.83
198609,15,13,2,1986,9,AZ_East,198609,10.6,15.6,4.8,07,1986-09-30T00:00:00Z,59920.56,-45326.61,-8448.22,-53774.83
198609,15,13,2,1986,9,AZ_East,198609,9.08,17.12,4.8,08,1986-09-30T00:00:00Z,59920.56,-45326.61,-8448.22,-53774.83
198610,22,9,0,1986,10,AZ_East,198610,22.88,7.12,1,04,1986-10-31T00:00:00Z,106465.79,15293.06,-1389.88,13903.18
198610,22,9,0,1986,10,AZ_East,198610,23.64,6.88,0.48,05,1986-10-31T00:00:00Z,106465.79,15293.06,-1389.88,13903.18
198610,22,9,0,1986,10,AZ_East,198610,24.16,6.56,0.28,06,1986-10-31T00:00:00Z,106465.79,15293.06,-1389.88,13903.18
198610,22,9,0,1986,10,AZ_East,198610,24.76,5.16,0.08,07,1986-10-31T00:00:00Z,106465.79,15293.06,-1389.88,13903.18
198610,22,9,0,1986,10,AZ_East,198610,22.44,7.8,0.76,08,1986-10-31T00:00:00Z,106465.79,15293.06,-1389.88,13903.18
198706,18,11,1,1987,6,AZ_East,198706,27.76,2.2,0.04,04,1987-06-30T00:00:00Z,74783.19,-38042.71,1630.64,-36412.07
198706,18,11,1,1987,6,AZ_East,198706,24.24,5.24,0.52,05,1987-06-30T00:00:00Z,74783.19,-38042.71,1630.64,-36412.07
198706,18,11,1,1987,6,AZ_East,198706,19.44,9.04,1.52,06,1987-06-30T00:00:00Z,74783.19,-38042.71,1630.64,-36412.07
198707,13,9,9,1987,7,AZ_East,198707,9.56,16.2,5.24,04,1987-07-31T00:00:00Z,56711.4,-28289.29,-5771.74,-34061.03
198707,13,9,9,1987,7,AZ_East,198707,8.36,16,6.64,05,1987-07-31T00:00:00Z,56711.4,-28289.29,-5771.74,-34061.03
198707,13,9,9,1987,7,AZ_East,198707,5.8,17.16,8.04,06,1987-07-31T00:00:00Z,56711.4,-28289.29,-5771.74,-34061.03
198707,13,9,9,1987,7,AZ_East,198707,17.44,9.04,3.52,07,1987-07-31T00:00:00Z,56711.4,-28289.29,-5771.74,-34061.03
